,query,target_query,generated_query
2829,What were the years of the release of films that share filmmakers with the film [Elena],2003|2006|2007|2014,"MATCH (m:Movie {name: ""Elena""})-[:DIRECTED_BY|:WRITTEN_BY]->(f)<-[:DIRECTED_BY|:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN DISTINCT y.name"
2830,who runs films that share actors with the film [Clockwise],Terry Gilliam|Don Hall|Robert Young|Fred Schepisi|Gavin Grazer|Terry Jones|John Cleese|Charles Crichton|Mike Binder|Jorge Blanco,"MATCH (m:Movie {name: 'Clockwise'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie), (m2)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
2831,who are the screenwriters that the actors in their movies also appear in the movie [Broadway Melody of 1938],James M. Cain|William P. McGivern|Oscar Hammerstein II|Fred F. Finklehoffe|George Oppenheimer|Jane Murfin|Ben Ames Williams|Howard Emmett Rogers|Robert Bloch|Sir Walter Scott|Thelma Strabel|Casey Robinson|Marguerite Roberts|Arthur Wimperis|George Zuckerman|Frances Marion|James Fenimore Cooper|Talbot Jennings|Robert Pirosh|James Hilton|Jan Lustig|Tom Reed|Harvey Fergusson|Moss Hart|S.K. Lauren|Edward E. Paramore Jr.|Jack McGowan|F. Scott Fitzgerald|Robert Dillon|Samuel Hopkins Adams|Sonya Levien|Richard Sherman|Walter Noble Burns|George Froeschel|Ainsworth Morgan|Claude Binyon|John C. Higgins|Rachel Crothers|Michael Mann|Grace Zaring Stone|Anita Loos|Æneas MacKenzie|Gilbert Wakefield|Thomas Malory|Stephen Morehouse Avery|Erich Maria Remarque|Edward Chodorov|John Gay|Daisy von Scherler Mayer|Frederick Nebel|Noel Langley|Rupert Glasson|Harry Brown|Ian Dalrymple|John Lee Mahin|Sid Silvers|Hans Rameau|Henryk Sienkiewicz|Robert E. Sherwood|Harry W. Conn,"MATCH (m:Movie {name: 'Broadway Melody of 1938'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
2832,The films that share writers with the film [Kind Lady] were in which genres,Drama|Adventure,"MATCH (m:Movie {name: 'Kind Lady'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2833,who is listed as director of the films starred by [The Sea Inside] actors,Alejandro González Iñárritu|Ridley Scott|Sam Mendes|Gerardo Vera|Ethan Coen|Terrence Malick|Manuel Gómez Pereira|Fernando León de Aranoa|Pierre Morel|Pedro Almodóvar|Mike Newell|John Malkovich,"MATCH (m:Movie {name: ""The Sea Inside""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
2834,What were the years of release of films that share directors with film [The Lady Eve],1948|1942|1940|1984|1944|1947,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
WHERE m.name = ""The Lady Eve""
RETURN y.name"
2835,the movies written by the screenwriter of [Plaza Suite] were directed by who,Bob Fosse|Hal Ashby|Jay Sandrich|Mike Nichols|Arthur Hiller|Vittorio De Sica|Peter Farrelly|Herbert Ross|Robert Moore|Glenn Jordan|Jerry Rees|Bud Yorkin|Martha Coolidge|Elaine May|Gene Saks,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = ""Plaza Suite""
RETURN d.name"
2836,The films that share the actors with the film [Murder by Numbers] are led by whom,Phil Traill|Bill Bennett|Jan de Bont|Gregory Hoblit|Raymond De Felitta|Henry Bean|Derek Cianfrance|Jon Turteltaub|Michael Haneke|Peter Bogdanovich|Marc Forster|Mennan Yapo|Alejandro Agresti|Bronwen Hughes|Irwin Winkler|François Girard|Wiebke von Carolsfeld|Randa Haines|Paul Feig|Gus Van Sant|Alfonso Cuarón|George Clooney|Paul Haggis|Andrew Jarecki|Forest Whitaker|Jay Russell|Ryan Fleck|Betty Thomas|Gustavo Ron|Donald Petrie|Craig Gillespie|Tom DiCillo|David Cronenberg|Jez Butterworth|Anne Fletcher|John Lee Hancock|Griffin Dunne|Nicolas Winding Refn|Douglas McGrath|Joel Schumacher|Richard Attenborough|Callie Khouri|Marc Lawrence,"MATCH (m:Movie {name: ""Murder by Numbers""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie),
      (otherMovies)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2837,The films which share actors with the film [The In Crowd] are written by whom,Ronni Kern|Nora Roberts,"MATCH (m:Movie {name: 'The In Crowd'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
MATCH (m2)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2838,which genres make films that share directors with [Dinner at Eight] fall under,Mystery|Romance|Family|Crime|Drama|War|Music|Adventure|Action|Comedy|Musical|Thriller,"MATCH (m:Movie {name: 'Dinner at Eight'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2839,who are the directors that the actors in their films also appear in the film [Embodiment of Evil],José Mojica Marins,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie {name: 'Embodiment of Evil'}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN distinct d.name"
2840,Which languages are the films which share writers with [Red] in,Japanese,"MATCH (m:Movie {name: 'Red'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2841,who are the directors for the films written by the writer of [Eagle vs Shark],Auraeus Solito|Jemaine Clement|Taika Waititi,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)
WHERE m.name = ""Eagle vs Shark""
WITH w
MATCH (w)<-[:WRITTEN_BY]-(m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2842,Which languages are films that share actors with [The Witches] in,Italian|French|English,"MATCH (m:Movie {name: ""The Witches""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2843,which genres make the films that share actors with [Me and Orson Welles] fall under,Drama|Comedy|Thriller|Family,"MATCH (m:Movie {name: 'Me and Orson Welles'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovie:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2844,The films that the filmmakers share with the film [Higher Learning] are written by whom,John Singleton|Ernest Tidyman,"MATCH (m:Movie {name: ""Higher Learning""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2845,who is listed as director of the movies starred by [The Egg and I] actors,Robert Stevenson|Billy Wilder|Joseph L. Mankiewicz|Wesley Ruggles|Cecil B. DeMille|George Cukor|Charles Barton|Curtis Bernhardt|Vincente Minnelli|Walter Salles|Preston Sturges|Eduardo Mignogna|John M. Stahl|Daniela Thomas|Gilles Mimouni|Mark Sandrich|Buck Henry|Douglas Sirk|Jean Negulesco|Richard Thorpe|Jack Conway|Dorothy Arzner|Henry King|Rudolph Maté|Mitchell Leisen|Norman Tokar|Ernst Lubitsch|William K. Howard|William A. Seiter|George Marshall|Paul Wendkos|Frank Capra|Warren Beatty|Frank Lloyd|George Stevens|Richard Quine|John Ford|Edward Dmytryk,"MATCH (m:Movie {name: ""The Egg and I""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
2846,What types of films have also written [Man of the West],Drama,"MATCH (m:Movie {name: 'Man of the West'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2847,the movies written by the screenwriter of [All Mine to Give] were directed by who,Jean Negulesco,"MATCH (m:Movie {name: ""All Mine to Give""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2848,who is listed as screenwriter of the films starred by [The Possession of Joel Delaney] actors,Ted Griffin|James Lee|Albert Dupontel|Tullio Pinelli|Neil Simon|William Gibson|Larry McMurtry|Charles Lederer|Arthur Laurents|Dorothy Kingsley|John Michael Hayes|Alexandre Breffort|Mark L. Lester|Lillian Hellman|Cornell Woolrich|Skip Hollandsworth|Ethan Coen|Gilles Mimouni|Jack Kirkland|Jack Davies|Ennio Flaiano|Abe Burrows|Federico Fellini|Thornton Wilder|Sidney Carroll|Steve Conrad|James L. Brooks|Hugh Wilson|Norman Krasna|Jerzy Kosinski|Dalton Trumbo|Billy Wilder|Carrie Fisher|Richard Linklater|Bert Granet|Kyle Onstott|James Jones|Robert Harling|Alvin Sargent,"MATCH (m:Movie {name: ""The Possession of Joel Delaney""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(f:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2849,Which languages are the movies that share actors with [The Big Steal] in,Swedish|German|English|Italian,"MATCH (m:Movie {name: ""The Big Steal""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(other:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2850,the films that share actors with the [Jumper] film are written by whom,Walter Hill|Arie Posin|William Broyles Jr.|Jeremy Brock|John Luessenhop|Emmanuel Benbihy|Claire Cook|Lars von Trier|Nechama Tec|Rosemary Sutcliff|Wesley Strick|Tennessee Williams|Lee Hall|Stacy Cochran|Billy Ray|Larry Gross|Francis Ford Coppola|Gabriel Casseus|Edgar Wright|Gary David Goldberg|Dexter Fletcher|Thomas Babe|Paul Haggis|William Kennedy|Oscar Saul|Steven Moffat|Frances Mayes|Gabriele Muccino|Nicholas Sparks|Audrey Wells|Edward Zwick|Avery Duff|Allan Burns|Dirk Wittenborn|David Gordon Green|Elmore Leonard|Peter Allen|Hergé|Natalie Portman|Jerry Siegel|Sebastian Junger|Joe Cornish|Zac Stanford|Joby Harold|Alvin Sargent|David S. Goyer|Claude Chabrol,"MATCH (m:Movie {name: 'Jumper'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
2851,who are film directors whose writers have also written [Van Gogh],Maurice Pialat,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]-(m2:Movie {name: ""Van Gogh""}) 
MATCH (m)-[:DIRECTED_BY]->(d:Director) 
RETURN DISTINCT d.name"
2852,the films that share actors with the film [Snow White and the Huntsman] were in which genres,Drama|Family|Horror|Crime|Romance|Animation|Adventure|Action|Comedy|War|Thriller|Western,"MATCH (m:Movie {name: ""Snow White and the Huntsman""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2853,The films that share actors with the film [13 Ghosts] are written by whom,Bert I. Gordon,"MATCH (m:Movie {name: ""13 Ghosts""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2854,the films that share screenwriters with [Blume in Love] were released in which years,1991|1986|1984|1982|1978|1976|1974|1993|1970,"MATCH (m:Movie {name: ""Blume in Love""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2855,who are the writers that the actors of their films also appear in the film [Fox and His Friends],Cornell Woolrich,"MATCH (m:Movie {name: ""Fox and His Friends""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
2856,what genres do the movies that share screenwriters with [Sherlock Holmes Faces Death] fall under,Mystery|Horror|Crime|Adventure|Action|Comedy,"MATCH (m:Movie {name: ""Sherlock Holmes Faces Death""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(sharedMovies:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2857,the films written by the screenwriter of [Love Me If You Dare] were directed by who,Yann Samuell|Adam Kane,"MATCH (m:Movie {name: ""Love Me If You Dare""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2858,The films that share the directors with the [Rough Magic] film were released in what years,2001,"MATCH (m:Movie {name: ""Rough Magic""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2859,who wrote the films played by the actors in [The Strange Case of the End of Civilization as We Know It],Joe Stillman|Terry Gilliam|Eric Idle|Marty Feldman|Graham Chapman|Michael Palin|Don Hall|Michael Frayn|Terry Jones|Mike Binder|Charles Crichton|John Cleese|Jorge Blanco,"MATCH (m:Movie {name: ""The Strange Case of the End of Civilization as We Know It""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(film:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
2860,who are the screenwriters that the directors of their movies also directed [The Glass Web],Stanley Mann|Robert M. Fresco|Jack Arnold|Richard Matheson|Martin Berkeley|Roger MacDougall|Leonard Wibberley|Hal Kanter|Vera Caspary|Ray Bradbury|Valentine Davies|Frank Telford|John McGreevey|Ivan Tors,"MATCH (m:Movie {name: ""The Glass Web""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2861,What were the years of release of films that share directors with film [Love Liza],2009|2012,"MATCH (m:Movie {name: 'Love Liza'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2862,What genres make films that share actors with [Circus] fall under,Horror|Crime|Drama|Fantasy|Animation|War|Adventure|Action|Comedy|Musical|Thriller,"MATCH (m:Movie {name: 'Circus'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2863,who leads films that share actors with the film [Cold in July],Michael Almereyda|Rob Cohen|Stuart Gillard|Ron Shelton|Terrence Malick|George Cukor|John Frankenheimer|Mateo Gil|Daniel Petrie|Simon Wincer|Robert Allan Ackerman|Nick Cassavetes|Tony Richardson|Luis Mandoki|Dennis Hopper|Franco Zeffirelli|Diablo Cody|Volker Schlöndorff|Michael Haussman|John Gielgud|Mary Agnes Donoghue|Michael Apted|Don Roos|Richard Pearce|Sidney Lumet|Robert Altman|Laurence Olivier|Griffin Dunne|Grigori Kozintsev|Kenneth Branagh,"MATCH (m:Movie {name: 'Cold in July'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
MATCH (m2)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2864,when the films written by writers of [Hell Up in Harlem] were written ,1990|1993|1985|1982|1987|1976|1966|1981|1973|1972|1988|2007|2004|1996|2008|1974,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie {name: 'Hell Up in Harlem'})
MATCH (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2865,What were the years of releasing films that share actors with the film [The Night Visitor],1960|1987|1949|1968|1983|1980|1964|1965|1966|1946|1962|2011|2012|1978|1955|1957|1951|1935|1934|1958|1990|1993|1996|1977|1998|1975|1974|1973|1972|1971|1970|2002|1976|1937|2008|2009,"MATCH (m:Movie {name: 'The Night Visitor'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2866,which has acted in the films written by the writer of [Hostage],Bonnie Bedelia|Bruce Willis|William Atherton|Reginald VelJohnson,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) 
WHERE m.name = ""Hostage"" 
WITH w 
MATCH (w)<-[:WRITTEN_BY]-(m:Movie)-[:STARRED_ACTORS]->(a:Actor) 
RETURN a.name"
2867,the films written by the screenwriter of [Buena Vista Social Club] were directed by who,Roland Joffé|Brad Silberling|Michelangelo Antonioni|Victor Sjöström|Juliano Ribeiro Salgado|Wim Wenders,"MATCH (m:Movie {name: ""Buena Vista Social Club""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2868,the films that share the directors with the [Passionada] films are written by whom,Robert Bazell|Ruth Sacks|Elizabeth Taylor|Vivienne Radkoff|Dan Ireland|Novalyne Price Ellis|Michael Scott Myers,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(sharedMovies:Movie)-[:WRITTEN_BY]->(w:Writer)
WHERE m.name = 'Passionada'
RETURN DISTINCT w.name"
2869,the films written by the screenwriter of [Gremlins] were directed by who,Joe Roth|Barry Levinson|Norman René|James Foley|Chris Columbus|Richard Donner,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(n:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = 'Gremlins'
RETURN DISTINCT d.name"
2870,what was the years of the release of films which share writers with the film [Chapter Two],1986|1984|1985|1968|1983|1980|1981|1966|1967|1988|1963|1969|1991|1993|1978|1977|1976|1975|1972|1971|1999|2007|2004|1998,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year) 
WHERE m.name = ""Chapter Two"" 
RETURN y.name"
2871,the films that share actors with the film [Last Life in the Universe] were released in what years,1995|2003|2001|2006|2004|2005|2009,"MATCH (m:Movie {name: ""Last Life in the Universe""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2872,which languages are the films that share writers with [Manhattan] in,Portuguese|Dutch|Czech|Spanish|Japanese|Greek|English|Italian,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
WHERE m.name = ""Manhattan""
RETURN DISTINCT l.name"
2873,who is listed as screenwriter of the films starred by [True Confession] actors,Morrie Ryskind|James M. Cain|Eric Hatch|Betty MacDonald|Herman J. Mankiewicz|Walter Salles|Mortimer Offner|Charles Brackett|George S. Kaufman|Billy Wilder|Chester Erskine|Jane Murfin|John Lee Mahin|Thomas Walsh|Vincent Lawrence|MacKinlay Kantor|Edmund Goulding|Ben Hecht|W. Somerset Maugham|William H. Macy|Peter Berneis|Ronny Graham|Preston Sturges|Sylvia Thalberg|Percy Heath|Joseph Bologna|Helen MacInnes|Ursula Parrott|Felix Salten|Daniela Thomas|Louis Pelletier|Gilles Mimouni|Louis Bromfield|Jack Kirkland|Edna Ferber|Raymond Chandler|Thomas Meehan|Booth Tarkington|Donald Ogden Stewart|Frances Marion|Franz Schulz|Claude Binyon|AJ Carothers|Bessie Breuer|Dorothy Yost|J. Grubb Alexander|Frederic I. Rinaldo|Merle Miller|Fred F. Finklehoffe|Cornell Woolrich|Peter Dawson|Charles Bruce Millholland|Bernard C. Schoenfeld|Charles MacArthur|William Bowers|Renée Taylor|Robert Lees|Samuel Hoffenstein|Everett Freeman|Edwin Justus Mayer|Benjamin Glazer|Robert Louis Stevenson|Maurice Leblanc|James H. Street|Clara Beranger|Melchior Lengyel|Herman Wouk|Francis de Croisset|Cordelia Drexel Biddle|Melville Baker,"MATCH (m:Movie{name:""True Confession""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2874,the films written by the screenwriter of [Silk] were directed by who,Giuseppe Tornatore|François Girard,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(silk:Movie {name: ""Silk""}) 
MATCH (m)-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
2875,who has written the films led by [Ice Cold in Alex] &apos;s director,Mark Twain|Alistair MacLean|William Roberts|Robin Estridge|Nikolai Gogol|James R. Silke|John Crowther|Robert Gosnell|Robert B. Sherman|John D. MacDonald|Norman Aladjem|Richard M. Sherman|R. Lance Hill|Carl Foreman|Gail Morgan Hickman|Heck Allen|Helen Deutsch|Jeffrey M. Rosenbaum|Gene Quintano|David Lee Henry|Max Ehrlich|James R. Webb,"MATCH (m:Movie {name: 'Ice Cold in Alex'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2876,what has been the years of the release of films that share writers with the film [Belle de Jour],1928|1929|1968|1969|1964|1965|1967|1960|1961|2015|1933|1954|1956|1951|1936|1955|1997|1977|1974|1972|1970|1930|1950,"MATCH (m:Movie {name: 'Belle de Jour'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2877,who are the film directors whose writers have also written [Flight of Fury],Andrew Davis|mink|Michael Keusch|Lauro Chartrand,"MATCH (m:Movie {name: ""Flight of Fury""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2878,what were the release years of the movies that share screenwriters with the movie [I Like It Like That],2008,"MATCH (m:Movie {name: ""I Like It Like That""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2879,The films that share the film directors with the film [Regular Lovers] were in what genres,Drama,"MATCH (m:Movie {name: 'Regular Lovers'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2880,the films that share actors with the film [Russian Roulette] were in which languages,German|English,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
WHERE m.name = ""Russian Roulette""
RETURN DISTINCT l.name"
2881,who are the actors in the films directed by the director of [Reunion in France],Jessica Lange|Robert Manuel|Anthony Perkins|Melina Mercouri|Charles Bickford|Raf Vallone|Robert Morley|Maximilian Schell|Burt Lancaster|Jules Dassin|Gene Tierney|Hume Cronyn|Richard Widmark|Charles Laughton|Richard Carlson|Carl Möhner|Robert Young|Peter Ustinov|Robert De Niro|Marsha Hunt|Jean Servais|Googie Withers,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor) 
WHERE m.name = ""Reunion in France"" 
RETURN a.name"
2882,who are the writers that the actors in their films appear also in the film [Albert Nobbs],Jessica Postigo|Michael Almereyda|Mike Disa|Tony Leech|Cory Edwards|Lawrence Kasdan|Bob Tzudiker|Ira Levin|Todd Edwards|Paul Rudnick|Noni White|Boris Pasternak|Jonathan Gems|Patricia MacLachlan|Bernard Malamud|John Irving|Choderlos de Laclos|Tony Richardson|William Shakespeare|Edgar Rice Burroughs|James Dearden|Reinhard Klooss|Franco Zeffirelli|William Goldman|Anne Frank|Steve Tesich|Andrew W. Marlowe|Christopher Hampton|Jon Blair|Tab Murphy|Rose Troche|Dodie Smith|John Hughes|Grigori Kozintsev|Kenneth Branagh|Bruce Beresford,"MATCH (m:Movie{name:'Albert Nobbs'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
2883,the films that share the actors with the [The Phenix City Story] film are directed by whom,Arnold Laven|Richard Brooks|William A. Wellman|Henry Levin,"MATCH (m:Movie {name: 'The Phenix City Story'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2884,Which languages are the films that share directors with [Queen of Blood] in the,English,"MATCH (m:Movie {name: 'Queen of Blood'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2885,the films that share screenwriters with [Jumping the Broom] were released in which years,2003,"MATCH (m:Movie {name: 'Jumping the Broom'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2886,the films written by the writer of [Kin-dza-dza!] starred who,Vakhtang Kikabidze,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie {name: ""Kin-dza-dza!""})
MATCH (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2887,The movies that the directors share with the film [White House Down] are written by whom,Terry Rossio|Robert Rodat|Roland Emmerich|Max Borenstein|Ted Elliott|John Orloff|Dean Devlin,MATCH (m:Movie {name: 'White House Down'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)-[:WRITTEN_BY]->(w:Writer) RETURN w.name
2888,the films directed by the director of [High Plains Drifter] starred who,Jay Hernandez|Donald Sutherland|William Prince|Kevin Spacey|Ken Watanabe|Kyle Gallner|Donna Mills|Michael Kelly|Ed Harris|Jessica Walter|Sean Penn|Marsha Mason|Angelina Jolie|Matt Damon|Chief Dan George|Kay Lenz|Christopher Carley|Hilary Swank|Everett McGill|Alicia Silverstone|Morgan Freeman|Tommy Lee Jones|Bradley Cooper|Kevin Bacon|Sondra Locke|Kyle Eastwood|Bee Vang|Thierry Neuvic|Laurence Fishburne|Meryl Streep|John Cusack|Kevin Costner|James Garner|Pat Hingle|Cécile De France|Clint Eastwood|Rachel Griffiths|Kazunari Ninomiya|Charlie Sheen|Anjelica Huston|Ahney Her|Jeff Daniels|Tim Robbins|Leonardo DiCaprio|William Holden|Laura Linney|Richard Harris|Kevin Dillon|Dennis Quaid|Gene Hackman|T.J. Lowther,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(movies:Movie)-[:STARRED_ACTORS]->(actors:Actor)
WHERE m.name = ""High Plains Drifter""
RETURN actors.name"
2889,Which languages are the movies that share directors with [The Big Heat] in,German|French,"MATCH (m:Movie {name: 'The Big Heat'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2890,Which genres make the films that share directors with [The Son] fall under the coup,Drama,"MATCH (m:Movie {name: 'The Son'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
