,query,target_query,generated_query
540,who are the players in the films run by the director of [Master of the House],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Master of the House'})-[:DIRECTED_BY]<-(n:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Julian West', 'Bendt Rothe', 'Nina Pens Rode', 'Baard Owe'}"
541,who are the players in the films led by the director of [The Makioka Sisters],"MATCH (m:Movie {name: 'The Makioka Sisters'})-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-[:DIRECTED_BY]-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Keanu Reeves', 'Eiji Funakoshi', 'Kazuo Hasegawa', 'Hiroyuki Sanada'}"
542,what languages are spoken in films directed by director [Singin' in the Rain],"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Singin' in the Rain""}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name
```",{'French'}
543,the actors in the films written by the writer of [Joe's Palace],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Joe's Palace""})-[:WRITTEN_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Charles Dance', 'Alan Rickman', 'Romola Garai', 'Saskia Reeves', 'Clive Owen', 'Karl Johnson'}"
544,What genres are written by [Boys' Night Out] writers,"MATCH (m:Movie {name: ""Boys' Night Out""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-[:HAS_GENRE]-(g:Genre)
RETURN g.name",{'Comedy'}
545,who are the actors in the films headed by the director of [Wanda Nevada],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Wanda Nevada""})-[:DIRECTED_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Verna Bloom', 'Peter Fonda', 'Warren Oates'}"
546,Who are the actors in the films led by the director of [Guns at Batasi],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Guns at Batasi""})-[:DIRECTED_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Jack Black', 'Peter Ustinov', 'Brian Kerwin', 'Naomi Watts', 'Bruce Cabot', 'Charlton Heston', 'Ursula Andress', 'George Peppard', 'William Holden', 'Adrien Brody', 'Paul Newman', ""Peter O'Toole"", 'Faye Dunaway', 'Richard Roundtree', 'Tanya Roberts', 'Robert Armstrong', 'James Brolin', 'Charles Grodin', 'Yvette Mimieux', 'Gordon Scott', 'George Segal', 'Linda Hamilton', 'James Mason', 'Anthony Quayle', 'Jeremy Kemp', 'Steve McQueen', 'Robert Vaughn', 'Jeff Bridges', 'Fay Wray', 'Ben Gazzara', 'Ted Wass', 'Jessica Lange'}"
547,Which types are the films written by the writer of [Simon of the Desert],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Simon of the Desert""})-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN distinct g.name","{'Crime', 'Horror', 'Adventure', 'Comedy', 'Drama', 'Short', 'Documentary'}"
548,which is registered as a director of the films led by the director of the [Silver Bears],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:""Silver Bears""})-[:DIRECTED_BY]<-[:DIRECTED_BY]-(m2:Movie)<-[:DIRECTED_BY]-(d2:Director)
RETURN d2.name","{'Jeremy Leven', 'Ivan Passer', 'Newton Thornburg', 'Jeffrey Alan Fiskin'}"
549,who wrote the films played by actors in [Cinderella],"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Cinderella'}),
      (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name
```","{'Grant Heslov', 'Pierre Boulle', 'Linda Woolverton', 'Joseph Kanon', 'Tim Sullivan', 'David Seidler', 'Derek Granger', 'Bruce Beresford', 'Reif Larsen', 'Dean DeBlois', 'F. Scott Fitzgerald', 'Michael Elias', 'Michael Hirst', 'Steve Martin', 'George Lucas', 'Max Lang', 'Jo Swerling', 'Katja von Garnier', 'Julia Donaldson', 'John Logan', 'Henry James', 'Gabrielle Zevin', 'Jean Webster', 'Lewis Carroll', 'Peter Carey', 'Oscar Wilde', 'Rosamond Lehmann', 'Dennis Potter', 'Stefan Zweig', 'Anthony Minghella', 'David Koepp', 'Mark Rosenthal', 'George Clooney', 'Patrice Leconte', 'Axel Scheffler', 'Joseph L. Mankiewicz', 'Marc Norman', 'Hossein Amini', 'Chuck Palahniuk', 'David Edgar', 'Grace Miller White', 'Oliver Parker', 'James Lapine', 'Annie Proulx', 'Katherine Leslie Moore', 'Wes Anderson', 'Jérôme Tonnerre', 'Ernest K. Gann', 'Robert M. Edsel', 'Billy Bob Thornton', 'Rod Serling', 'Stephen Sondheim', 'Lawrence Konner', 'Jim Uhls', 'Patricia Highsmith', 'Douglas Fairbanks', 'Charles Sturridge', 'Carl Gottlieb', 'Jakob Schuh', 'Jeff Nathanson', 'Patrick Marber', 'Woody Allen', 'Michael Wilson', 'Tama Janowitz', 'Cressida Cowell', 'Michael Petroni', 'Eric Roth', 'Jacquelin Perske', 'André de Lorde', 'Sebastian Faulks', 'Noah Baumbach', 'Tim Burton', 'Tom Epperson', 'Robin Swicord'}"
550,What genres make films that share directors with [Tell It to the Marines] fall under,"```
MATCH (m:Movie {name: ""Tell It to the Marines""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```","{'Crime', 'Comedy', 'Drama'}"
551,which person led the films played by the actors in [Midway],"```
MATCH (m:Movie {name: 'Midway'})-[:STARRED_ACTORS]->(a:Actor), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```","{'George Marshall', 'John Huston', 'Thomas McCarthy', 'Fritz Lang', 'Ralph Nelson', 'Stewart Raffill', 'Anatole Litvak', 'Delmer Daves', 'Nick Murphy', 'Henry Levin', 'Pupi Avati', 'Edward Dmytryk', 'Roger Corman', 'Fraser Clarke Heston', 'William Wyler', 'Mark Robson', 'Tom Gries', 'Vincente Minnelli', 'Mervyn LeRoy', 'Richard C. Sarafian', 'Alfred Hitchcock', 'Vincent McEveety', 'Leslie Fenton', 'Nicholas Ray', 'Malcolm D. Lee', 'Byron Haskin', 'Christopher Coppola', 'Jerry Lewis', 'Daniel Mann', 'Michael Anderson', 'Delbert Mann', 'John Guillermin', 'Alexander Mackendrick', 'Boris Sagal', 'James Goldstone', 'Steve Miner', 'Irving Reis', 'Giulio Paradisi', 'Sergio Leone', 'John Cromwell', 'Ovidio G. Assonitis', 'Mark Rydell', 'Paul Newman', 'Joseph H. Lewis', 'Stanley Donen', 'Ken Annakin', 'Bruce Geller', 'Sam Peckinpah', 'Joseph L. Mankiewicz', 'Michael Lehmann', 'Brian Levant', 'William Dieterle', 'Frank Capra', 'Orson Welles', 'Michael Winner', 'Basil Dearden', 'Ken Hughes', 'Richard Fleischer', 'Leigh Jason', 'Bernard Girard', 'John Ford', 'Alex Proyas', 'Melville Shavelson', 'Carol Reed', 'Franklin J. Schaffner', 'Jack Smight', 'Jim McBride', 'Herbert Ross', 'Theodore J. Flicker', 'Richard Brooks', 'Joseph Sargent', 'Stefan Ruzowitzky', 'Larry Peerce', 'Budd Boetticher', 'Michael Gordon', 'William A. Wellman', 'Charles Vidor', 'Tim Burton', 'Henry Hathaway', 'Richard Quine', 'Don Siegel', 'Aric Avelino', 'Arthur Hiller', 'Richard Thorpe', 'George Stevens', 'Gene Kelly', 'Anthony Mann', 'Guy Green', 'Wesley Ruggles', 'Charlton Heston', 'Michael Crichton', 'S. Sylvan Simon', 'Andrew Davis', 'J. Lee Thompson', 'Phil Karlson', 'Alan Jacobs', 'Fielder Cook', 'Charles Marquis Warren', 'Joshua Logan', 'King Vidor', 'Otto Preminger', 'Preston Sturges', 'Mike Newell', 'Gordon Douglas', 'Blake Edwards', 'Cecil B. DeMille', 'Henry King', 'Curtis Bernhardt', 'Rudolph Maté'}"
552,which is registered as a director of the films led by the director of [Pinky],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Pinky'})-[:DIRECTED_BY]<-(m2:Movie) RETURN m2.name, m2.DIRECTED_BY.name","{'Tess Slesinger', 'Paul Osborn', 'Budd Schulberg', 'Elia Kazan', 'Tennessee Williams', 'F. Scott Fitzgerald', 'John Steinbeck', 'Conrad Richter', 'William Bradford Huie', 'Betty Smith', 'Malcolm Johnson', 'William Inge', 'Borden Deal', 'Laura Z. Hobson', 'Harold Pinter', 'Oscar Saul'}"
553,who are the players in the films run by the director of [Trouble in Paradise],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Trouble in Paradise'})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Jeanette MacDonald', 'Leighton Meester', 'Gene Tierney', 'Leopold von Ledebur', 'James Stewart', 'Katie Cassidy', 'Faith Esham', 'Jack Benny', 'Romola Garai', 'Fredric March', 'Charles Coburn', 'Greta Garbo', 'Gary Cooper', 'Frank Morgan', 'Herbert Marshall', 'Harry Liedtke', 'Ronny Graham', 'Lana Turner', 'Burgess Meredith', 'Julie Christie', 'Selena Gomez', 'Pola Negri', 'Fernando Lamas', 'Marjorie Main', 'Charles Boyer', 'Robert Stack', 'Julia Migenes', 'Warren Beatty', 'Edward Everett Horton', 'Claudette Colbert', 'Genevieve Tobin', 'Jennifer Jones', 'Ruggero Raimondi', 'Joseph Schildkraut', 'Margaret Sullavan', 'Plácido Domingo', 'Carole Lombard', 'Felix Bressart', 'Charles Ruggles', 'Miriam Hopkins', 'Don Ameche', 'Emil Jannings', 'George Raft', 'Charles Laughton', 'Melvyn Douglas', 'Maurice Chevalier', 'Stephen Rea', 'Sam Neill', 'Marlene Dietrich', 'Merle Oberon'}"
554,Which languages are the films that share directors with [Pearl Jam Twenty] in,"```
MATCH (m:Movie {name: 'Pearl Jam Twenty'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language) 
RETURN DISTINCT l.name
```","{'Spanish', 'English'}"
555,which acted in the films led by the director of [Hannibal Rising],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Hannibal Rising""})-[:DIRECTED_BY]<(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Judy Parfitt', 'Tom Wilkinson', 'Tommy Lee Jones', 'Matthew Fox', 'Scarlett Johansson', 'Colin Firth'}"
556,what genres are the films written by [Night Train to Munich] screenwriters,"MATCH (m:Movie {name: ""Night Train to Munich""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name","{'Thriller', 'War', 'Comedy', 'Mystery'}"
557,What are the genres of the films whose actors are also appearing in [Oklahoma!],"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(o:Movie {name: 'Oklahoma!'}),
      (m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name
```","{'Crime', 'Musical', 'Comedy', 'Drama', 'War'}"
558,What genres are the films played by [Human Nature] actors,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)-[:STARRED_ACTORS]<-(n:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE a.name = 'Human Nature'
RETURN DISTINCT g.name","{'Thriller', 'Biography', 'Sport', 'Crime', 'Horror', 'Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama', 'Romance', 'Mystery'}"
559,the films that share the directors with the film [Scrooge] were released in what years,"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovie:Movie)-[:RELEASE_YEAR]->(y:Year)
WHERE m.name = ""Scrooge""
RETURN otherMovie.name, y.name
```","{'1974', '1966', '1980', '1972', '1969', '1956', '2012', '1981', '1960', '1979', '1958', '1964'}"
560,who are the directors who the actors in their films appear also in the film [Double or Nothing],"```
MATCH (m:Movie {name: ""Double or Nothing""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)<-[:DIRECTED_BY]-(d:Director)
RETURN DISTINCT d.name
```","{'John Ford', 'Stuart Heisler', 'Michael Curtiz', 'Herbert Ross', 'Sam Newfield', 'Charles Walters', 'Raoul Walsh', 'Hal Walker', 'Norman Panama', 'Victor Schertzinger', 'Robert Lewis', 'Mark Sandrich', 'Frank Capra', 'H.C. Potter', 'Gordon Douglas', 'Norman Taurog', 'Blake Edwards', 'Norman Z. McLeod', 'George Seaton', 'Billy Wilder', 'David Butler', 'Leo McCarey'}"
561,who are the actors in the films headed by the director of [Windtalkers],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Windtalkers""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Sally Yeh', 'Uma Thurman', 'James Stewart', 'Leslie Cheung', 'Cherie Chung', 'Chuck Pfarrer', 'Dolph Lundgren', 'Paul Giamatti', 'Jacky Cheung', 'John Travolta', 'Waise Lee', 'Christian Slater', 'Danny Lee', 'Aaron Eckhart', 'Takeshi Kaneshiro', 'Jeff Chandler', 'Damian Lau', 'Ben Affleck', 'Nicolas Cage', 'Lance Henriksen', 'Simon Yam'}"
562,who starred films for the screenwriter of [The Big Bang],"```
MATCH (m:Movie {name: 'The Big Bang'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(mo:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Kathleen York', 'Tom Hanks', 'Jesse Johnson', 'Billy Campbell', 'Tom Cavanagh'}"
563,who are the directors of films whose writers have also written [Ace in the Hole],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Ace in the Hole'})-[:WRITTEN_BY]<-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN distinct d.name","{'Mitchell Leisen', 'Gilles Mimouni', 'Daniela Thomas', 'Ernst Lubitsch', 'Sydney Pollack', 'Billy Wilder', 'Lewis Milestone', 'Howard Hawks', 'Walter Salles'}"
564,who are the actors in the films written by the screenwriter of [Othello],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Othello""})-[:WRITTEN_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'John Gielgud', 'Amy Acker', 'Sam Shepard', 'Claire Danes', 'Patrick Stewart', 'Gena Rowlands', 'Kate Beckinsale', 'Kay Kay Menon', 'Norma Shearer', 'Ralph Fiennes', 'Daniel Wu', 'Andrew Keegan', 'Kyle MacLachlan', 'Robert Downey Jr.', 'Nathan Fillion', 'Anthony Hopkins', 'Cedric Hardwicke', 'Ian Hunter', 'Michelle Pfeiffer', 'Alan Bates', 'Cate Blanchett', 'Richard Attenborough', 'Hugh Williams', 'Louis Calhern', 'John Cassavetes', 'Shraddha Kapoor', 'Bryce Dallas Howard', 'Paul Scofield', 'Oliver Ford Davies', 'Susan Sarandon', 'Derek Godfrey', 'Leonard Whiting', 'Orson Welles', 'Elizabeth Taylor', 'Ethan Hawke', 'Dennis Christopher', 'Alexis Denisof', 'Olivia Hussey', 'John Turturro', 'Nicol Williamson', 'Derek Jacobi', 'Paulette Goddard', 'Jim Broadbent', 'Diane Venora', 'Jeanne Moreau', 'Francesca Annis', 'Minnie Driver', 'Richard Burton', 'Penny Downie', 'Glenn Close', 'Marlon Brando', 'Shahid Kapoor', 'Martin Sheen', 'Ian McKellen', 'Mel Gibson', 'Tabu', 'Margaret Rutherford', 'Dennis Farina', 'Dick Powell', 'David Tennant', 'Barbara Jefford', 'Michael Wilding', 'Diana Wynyard', 'Brian Blessed', 'Mekhi Phifer', 'Marianne Faithfull', 'Jon Finch', 'Rupert Everett', 'Heathcote Williams', 'Alicia Silverstone', 'Judy Parfitt', 'Kevin Kline', 'Clark Gregg', 'Stanley Tucci', 'Laurence Olivier', 'James Mason', 'Josh Hartnett', 'Danny Huston', 'Annette Bening', 'Leonardo DiCaprio', 'Peter Boyle', 'Kenneth Branagh', 'Leslie Howard'}"
565,who are the players in the films run by the director of [Sisters],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Sisters""})-[:DIRECTED_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Kevin Costner', 'Gregg Henry', 'Amy Irving', 'Piper Laurie', 'Hilary Swank', 'Geneviève Bujold', 'Dennis Franz', 'Basil Rathbone', 'Penelope Ann Miller', 'Michael Caine', 'Cliff Robertson', 'Ray Sharkey', 'Antonio Banderas', 'Chloë Grace Moretz', 'William Katt', 'Gary Sinise', 'Charles Durning', 'Tim Robbins', 'Craig Wasson', 'Nigel Bruce', 'Danny DeVito', 'Lolita Davidovich', 'John Cassavetes', 'Al Pacino', 'Melanie Griffith', 'Kim Cattrall', 'Sean Penn', 'Keith Gordon', 'John Leguizamo', 'Sean Connery', 'John Travolta', 'Laurence Olivier', 'Don Cheadle', 'Aaron Eckhart', 'Carla Gugino', 'Rachel McAdams', 'Connie Nielsen', 'Carrie Snodgress', 'Robert De Niro', 'Steven Bauer', 'Karen Morley', 'Michael J. Fox', 'Scarlett Johansson', 'Jennifer Jones', 'Noomi Rapace', 'Josh Hartnett', 'Rebecca Romijn', 'Nancy Allen', 'Paul Muni', 'Sissy Spacek', 'Ann Dvorak', 'Kirk Douglas', 'John Lithgow', 'Nicolas Cage', 'Angie Dickinson', 'Bruce Willis', 'Tom Hanks', 'Julianne Moore', 'Joe Piscopo', 'Michelle Pfeiffer', 'Harvey Keitel', 'Mary Elizabeth Mastrantonio', 'Osgood Perkins'}"
566,Which languages are films that share directors with [Andrei Rublev] in,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-(:Movie {name: ""Andrei Rublev""}) 
MATCH (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name","{'Swedish', 'Russian'}"
567,who has written movies that share directors with the film [The Conspirator],"```cypher
MATCH (m:Movie{name: ""The Conspirator""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)<-[:WRITTEN_BY]-(w:Writer)
RETURN DISTINCT w.name
```","{'Steven Pressfield', 'Norman Maclean', 'John Nichols', 'Alvin Sargent', 'David S. Ward', 'Matthew Michael Carnahan', 'Richard Friedenberg', 'Richard N. Goodwin', 'Paul Attanasio', 'Judith Guest', 'Lem Dobbs', 'Neil Gordon'}"
568,What genres do the movies that share writers with [Ransom] fall under the coup,"```
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Ransom""
RETURN DISTINCT g.name
```","{'Crime', 'Adventure', 'Action', 'Musical', 'Drama'}"
569,the films that share actors with the [Golden Gate] film have been released in what years,"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
WHERE m.name = ""Golden Gate""
RETURN DISTINCT y.name
```","{'1988', '2002', '1983', '1985', '2009', '1997', '1994', '1993', '2003', '2001', '1957', '1980', '2012', '1989', '1970', '2006', '1998', '1996', '1981', '1979', '2004', '2013', '1982', '2005', '2007', '1995', '1984', '2010', '1991', '1987'}"
570,which languages are spoken in films directed by the filmmaker [Carnegie Hall],"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Carnegie Hall'}), (m)-[:IN_LANGUAGE]->(l:Language) RETURN l.name""","{'Swedish', 'Norwegian', 'French'}"
571,The films that share the films with the [Anonymous] film were released in what years ,"MATCH (m:Movie)-[:RELEASE_YEAR]->(y:Year)
WHERE m.name IN 
    (MATCH (m1:Movie)<-[:DIRECTED_BY]-(d:Director)
    WHERE m1.name = 'Anonymous' 
    RETURN d.name)
RETURN y.name","{'2013', '1998', '2014', '1992', '1996', '1954', '2000', '1985', '2009', '2004', '2008', '1990', '1994'}"
572,the films that share screenwriters with [City Slickers] were released in which years,"```cypher
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
WHERE m.name = 'City Slickers'
RETURN DISTINCT y.name
```","{'1992', '1984', '2000', '1989', '1990', '1994'}"
573,which genres make films that share actors with [Masters of the Universe] fall below,"```
MATCH (m:Movie {name: ""Masters of the Universe""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name
```","{'Thriller', 'Biography', 'Crime', 'Horror', 'Adventure', 'Action', 'Comedy', 'Western', 'Drama'}"
574,Who are the actors in the films led by the director of [Martin],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Martin""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{""Judith O'Dea"", 'David Emge', 'Peter Stormare', 'Will MacMillan', 'Amy Madigan', 'Karl Hardman', 'Duane Jones', 'Ving Rhames', 'Jason Flemyng', 'Gaylen Ross', 'Alan Van Sprang', 'Leslie Hope', 'Jake Weber', 'Lane Carroll', 'Adrienne Barbeau', 'Harold Wayne Jones', 'Ken Foree', 'Timothy Hutton', 'Sarah Polley', 'Hal Holbrook', 'Michael Rooker', 'Fritz Weaver', 'Timothy Olyphant', 'Radha Mitchell', 'Leslie Nielsen'}"
575,what types are directed by the director of [Hollow Reed],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Hollow Reed""})-[:DIRECTED_BY]<-(m2:Movie) RETURN m2.name","{'Crime', 'Drama'}"
576,who acted in the films led by the director of [Lisbon Story],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Lisbon Story""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Traci Lind', 'Rosalind Chao', 'Henry B. Walthall', 'Irène Jacob', 'Demi Moore', 'Campino', 'Dennis Hopper', 'Andie MacDowell', 'John Malkovich', 'Robert Duvall', 'John Diehl', 'Solveig Dommartin', 'Gary Oldman', 'Otto Sander', 'Lou Castel', 'Frederic Forrest', 'Bill Pullman', 'Sebastião Salgado', 'Mel Gibson', 'Dean Stockwell', 'Michelle Williams', 'Jeremy Davies', 'Harry Dean Stanton', 'Nastassja Kinski', 'Senta Berger', 'Marilu Henner', 'Ry Cooder', 'Milla Jovovich', 'Peter Boyle', 'Hans Christian Blech', 'Bruno Ganz', 'Wim Wenders', 'Compay Segundo', 'Juliano Ribeiro Salgado'}"
577,who directs films for the writer of [The Importance of Being Earnest],"MATCH (m:Movie {name: ""The Importance of Being Earnest""})-[:WRITTEN_BY]->(w:Writer), (m2:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m2-[:WRITTEN_BY]->(w) RETURN d.name","{'Oliver Parker', 'Albert Lewin', 'Massimo Dallamano', 'Jules Dassin', 'Ernst Lubitsch', 'Mike Barker', 'Stuart Burge', 'Ken Russell', 'Orson Welles', 'Alexander Korda', 'Clio Barnard'}"
578,what were the release dates of films written by the screenwriter of [Role Models],"```
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Role Models""})-[:WRITTEN_BY]-(otherMovies:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN otherMovies.name as Movie, y.name as Release_Date
```","{'2014', '2012', '2001', '2007'}"
579,which were the dates for the release of the films played by actors in [The Love Nest],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'The Love Nest' RETURN m.name, m.releaseDate""","{'1926', '1923', '1928', '1998', '1925', '1930', '1966', '2014', '1921', '1929', '1952', '1948', '1981', '1933', '1920', '1922', '1918'}"
580,who is registered as a director of the films led by the director of the [Thief],"```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Thief'})-[:DIRECTED_BY]-(otherMovies:Movie)-[:DIRECTED_BY]->(otherDirectors:Director)
RETURN otherDirectors.name
```","{'Ronan Bennett', 'Thomas Harris', 'Eric Roth', 'Michael Mann', 'Bryan Burrough', 'James Fenimore Cooper', 'Marie Brenner', 'Anthony Yerkovich', 'Paul Morrissey', 'Ann Biderman', 'Stuart Beattie', 'F. Paul Wilson', 'Robert Dillon'}"
581,who are the actors in the films written by the screenwriter of [Joe Kidd],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Joe Kidd'})-[:WRITTEN_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor) 
RETURN a.name","{'Haley Joel Osment', 'Diane Cilento', 'Burt Lancaster', 'Fredric March', 'Owen Wilson', 'Gina Gershon', 'Burt Reynolds', 'Danny DeVito', 'Tom Selleck', 'Charles Bronson', 'Suzy Amis', 'Kelly McGillis', 'Robert Forster', 'Paul Newman', 'Susan Clark', 'George Clooney', 'Peter Weller', 'Rachel Duncan', 'Randolph Scott', 'John Travolta', 'Pam Grier', 'Charlie Sheen', ""Maureen O'Sullivan"", 'Richard Boone', 'Jon Cypher', 'Vanity', 'Thomas Jane', 'Jennifer Lopez', 'Diane Lane', 'Gene Hackman', 'Samuel L. Jackson', 'Roy Scheider', 'Rene Russo', 'Bridget Fonda', 'Mickey Rourke'}"
582,who wrote the films put on stage by actors in [The Lost World],"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""The Lost World""}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name
```","{'Andrew J. Fenady', 'Lloyd C. Douglas', 'Lenore J. Coffee', 'Seton I. Miller', ""John O'Hara"", 'Joseph Than', 'Philip Dunne', 'Sidney Buchman', 'Curt Siodmak', 'John Collier', 'Jack Moffitt', 'Fannie Hurst', 'Olive Higgins Prouty', 'Annemarie Selinko', 'Mark Twain', 'Abem Finkel', 'Willard Robertson', 'Casey Robinson', 'Howard Koch', 'Joan Alison', 'Julius J. Epstein', 'Ernst Lothar', 'Mark Bomback', 'Harry Segall', 'Murray Burnett', 'Edmund H. North', 'George Bernard Shaw', 'Roland Kibbee', 'Harry Bates', 'Charlotte Armstrong', 'James Norman Hall', 'Cameron Rogers', 'Albert Maltz', 'Al Dewlen', 'Lewis R. Foster', 'Charles Nordhoff', 'Norman Reilly Raine', 'Elizabeth von Arnim', 'Michael Wilson', 'Gina Kaus', 'L.C. Moyzisch', 'Gaston Leroux', 'Daniel Taradash', 'Louis Verneuil', 'Philip G. Epstein'}"
583,which types are the films played by actors in [RV],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name IN ['RV'] RETURN DISTINCT m.name""","{'Thriller', 'Adventure', 'Animation', 'Action', 'Comedy', 'Drama', 'Fantasy', 'War'}"
584,which acted in films directed by the director of [Money Talks],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:'Money Talks'})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Pierce Brosnan', 'Ralph Fiennes', 'Edward Norton', 'Anthony Hopkins', 'Dwayne Johnson', 'Casey Affleck', 'Nicolas Cage', 'Eddie Murphy', 'John Hurt', 'Woody Harrelson', 'Téa Leoni', 'Alan Alda', 'Ian McShane', 'Harvey Keitel', 'Jackie Chan', 'Ben Stiller'}"
585,which are the main languages in films played by actors in [Outlaw],"""MATCH (m:Movie)-[:STARRED_ACTORS]-(a:Actor) WHERE a.name='Outlaw' MATCH (m)-[:IN_LANGUAGE]-(l:Language) RETURN l.name""","{'German', 'French', 'English'}"
