,query,target_query,generated_query
4158,What are the main languages in the films staged by [Alex Dimitriades],Greek,"MATCH (a:Actor {name: 'Alex Dimitriades'})<-[:STARRED_ACTORS]-(m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name as Language"
4159,what languages are spoken in [Karen Mok] films,English,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Karen Mok""}), (m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
4160,who is listed as screenwriter of [Lilia Skala] acted films,Stirling Silliphant|Daniel Keyes|James Poe,"MATCH (a:Actor {name: 'Lilia Skala'})<-[:STARRED_ACTORS]-(m:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
4161,What genres are the films written by [Lynn Root] in,Comedy|Musical|Crime,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Lynn Root'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4162,Which genres are the films written by [Dave Foley] in,Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name:""Dave Foley""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4163,who are the directors of films written by [Walter DeLeon],Leo McCarey|George Marshall,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Walter DeLeon'}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4164,who are directors of the films written by [Scot Armstrong],Todd Phillips|Peter Farrelly|Elaine May,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Scot Armstrong""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4165,who wrote the films taken by [Priscilla Lane],Joseph Kesselring|Robert Rossen|Richard Macaulay|Jerry Wald|Peter Viertel|Joan Harrison|Julius J. Epstein|Dorothy Parker|Mark Hellinger|Philip G. Epstein,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name: 'Priscilla Lane'}), (m:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
4166,who is listed as screenwriter of [Johnny Whitaker] acted films,Mark Twain|Richard M. Sherman|Stewart Raffill|Robert B. Sherman,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Johnny Whitaker""}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
4167,which genres are directed by [Duane Crichton] in,Drama,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Duane Crichton'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4168,The films share the same director of [The Fiances],"Tickets|The Tree of Wooden Clogs|The Profession of Arms|Walking, Walking|Il Posto","MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie) WHERE m.name = ""The Fiances"" RETURN m2.name"
4169,what are the main languages in [Hugh Quarshie] starred movies,Italian,"MATCH (a:Actor {name: 'Hugh Quarshie'})<-[:STARRED_ACTORS]-(m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
4170,what types are the films written by [Deborah Chow],Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Deborah Chow'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4171,what were the release years of the movies acted by [Bill Cosby],1990|1981|1977|1975|1974|1987,"MATCH (a:Actor {name:""Bill Cosby""})<-[:STARRED_ACTORS]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4172,Which languages are the [David Grieco] films in,English,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'David Grieco'}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
4173,who is listed as director of [Yû Aoi] starred movies,Shunji Iwai,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Yû Aoi""}), (m)-[:DIRECTED_BY]->(d:Director) RETURN d.name"
4174,the films share the same director of [Hot Saturday] ,You Were Never Lovelier|Borderline|A Lady Takes a Chance|Susannah of the Mounties|Sons of the Desert|Stowaway|Dimples|If I Had a Million|Allegheny Uprising,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(other:Movie) 
WHERE m.name = 'Hot Saturday'
RETURN other.name"
4175,Which genres are the films put on stage by [Joan Blondell] in,Drama|Mystery|Comedy|Musical|Crime,"MATCH (a:Actor {name: ""Joan Blondell""})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4176,the screenwriter [Robert C. Jones] co-wrote films with who,Waldo Salt|Nancy Dowd,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Robert C. Jones'}), (m)-[:WRITTEN_BY]->(coWriter:Writer)
WHERE w.name <> coWriter.name
RETURN DISTINCT coWriter.name"
4177,which types are the films played by [Anne Gauthier],Horror,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Anne Gauthier""})
MATCH (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name as Genre"
4178,which films share the same [The Rocky Horror Picture Show] actor,"Noel|A Christmas Carol|Mr. Woodcock|Middle of Nowhere|Joe|Oliver Twist|Megaforce|White Palace|How to Make Money Selling Drugs|Solitary Man|Bull Durham|The Great Waldo Pepper|The Hunger|The Witches of Eastwick|Pretty Baby|The Lovely Bones|Stepmom|Clue|The Greatest|Speed Racer|Snitch|In the Valley of Elah|Jeff, Who Lives at Home|Twilight|Legend|Tammy|Light Sleeper|The Banger Sisters|The Other Side of Midnight|Dead Man Walking|Safe Passage|Annie|Times Square|Arbitrage|Atlantic City|Tempest|The Last of Robin Hood|Congo|Muppet Treasure Island|The Client|Elizabethtown|Irresistible","MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
WHERE m.name = ""The Rocky Horror Picture Show""
RETURN m2.name"
4179,which types are [Takeshi Kitano] films,Action|Drama|Horror|Comedy|Documentary,"MATCH (d:Director {name:""Takeshi Kitano""})<-[:DIRECTED_BY]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4180,what genres are the films written by [Mike Rich] in,Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Mike Rich""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4181,the actor [Robert Hossein] co-starred with who,Dyan Cannon|Omar Sharif,"MATCH (a:Actor {name: 'Robert Hossein'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActors:Actor)
WHERE NOT coActors.name = 'Robert Hossein'
RETURN coActors.name"
4182,films written by [Rudolph Lothar] were directed by whom,Walter Lang,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Rudolph Lothar""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4183,The actor [Nigel Davenport] acted in concert with whom,Marlon Brando|Jean Wallace|Michael Murphy|Lynne Frederick|Susan Hampshire|John Hamill|Michael York|Val Kilmer|Fairuza Balk|Burt Lancaster|Geoffrey Keen|Barbara Carrera|David Thewlis,"MATCH (a:Actor {name: ""Nigel Davenport""})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(coActors:Actor)
WHERE NOT coActors.name = ""Nigel Davenport""
RETURN coActors.name"
4184,the films written by [Frank S. Nugent] were in what genres,Drama|Comedy|Western,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Frank S. Nugent'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4185,the films staged by [Akshay Kumar] were headed by whom,Neeraj Pandey|David Dhawan|Rohit Dhawan|Vipul Amrutlal Shah|Nikhil Advani|Anees Bazmee|Priyadarshan|Sajid Khan,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:'Akshay Kumar'}), (m:Movie)-[:DIRECTED_BY]->(d:Director) RETURN d.name"
4186,the films written by [Olivier Adam] were in which languages,French,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Olivier Adam""}), (m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
4187,the screenwriter [Earl Hurd] co-wrote films with who,Dorothy Ann Blank|Dick Rickard|Richard Creedon|Otto Englander|Merrill De Maris|Webb Smith|Ted Sears,"MATCH (w:Writer {name: ""Earl Hurd""})-[:WRITTEN_BY]-(m:Movie)-[:WRITTEN_BY]-(coWriter:Writer)
WHERE NOT coWriter.name = ""Earl Hurd""
RETURN DISTINCT coWriter.name"
4188,what were the release years the films starred by [Margherita Buy],1992|2006|2007|2013,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Margherita Buy""}), 
(m)-[:RELEASE_YEAR]->(y:Year) 
RETURN y.name"
4189,which genres are [Roger Kumble] &apos;s films in,Drama|Comedy,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Roger Kumble""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4190,Which films are directed by the same director of [The Twonky],Five|Bewitched,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)
WHERE m.name = 'The Twonky'
RETURN m2.name"
4191,What are the genres of films written by [Oscar Asche],Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Oscar Asche'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4192,what were the release years the films starred by [Barbara Shelley],1964,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Barbara Shelley""}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4193,[Fly Away Home] &apos;s director also directed the films,Never Cry Wolf|Wind|The Black Stallion|Duma,"MATCH (m:Movie {name: ""Fly Away Home""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4194,What films are directed by the same director of [Grand Prix],The Holcroft Covenant|Seven Days in May|The Train|Black Sunday|Year of the Gun|The Young Savages|Seconds|The Manchurian Candidate|The Gypsy Moths|Prophecy|99 and 44/100% Dead|I Walk the Line|The Challenge|Dead Bang|French Connection II|Ronin|Path to War|The Fourth War|The Iceman Cometh|The Island of Dr. Moreau|Birdman of Alcatraz|52 Pick-Up|Reindeer Games|The Fixer|All Fall Down,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)
WHERE m.name = ""Grand Prix""
RETURN m2.name"
4195,the person who directed the films written by [Gary Webb],Michael Cuesta,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Gary Webb'}), (m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4196,which led the films written by [Robert D. San Souci],Tony Bancroft|Barry Cook,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name:""Robert D. San Souci""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4197,who are the players in the films written by [Rob McKittrick],John Michael Higgins|Anna Faris|Adam Carolla|Justin Long|Ryan Reynolds,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Rob McKittrick'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4198,What genres do [Tom Hiddleston] movies fall under,Drama,"MATCH (a:Actor {name: 'Tom Hiddleston'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
4199,[Paragraph 175] Director is also the director of which movies,Lovelace|The Celluloid Closet|The Times of Harvey Milk|Howl,"MATCH (m:Movie {name: ""Paragraph 175""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovie:Movie)
RETURN otherMovie.name"
4200,the movies directed by [David Hare] starred who,Bill Nighy|Mike Nichols|Michael Gambon|Tom Hughes|Rachel Weisz|Miranda Richardson|David de Keyser,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'David Hare'}), (m)-[:STARRED_ACTORS]->(a:Actor) RETURN a.name"
4201,which appeared in the same film with [Jaroslava Schallerová],Petr Kopriva,"MATCH (a1:Actor {name: ""Jaroslava Schallerová""})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(a2:Actor)
WHERE a1<>a2
RETURN a2.name"
4202,who acted with [Natalie Portman],Rachel Bilson|Vincent Cassel|Cameron Diaz|Ulrich Thomsen|Tobey Maguire|Julia Roberts|Lisa Kudrow|Ashton Kutcher|Hiam Abbass|Chris Hemsworth|Don Johnson|Clive Owen|Joan Cusack|Jake Gyllenhaal|Danny McBride|Hugo Weaving|Stephen Rea|Mila Kunis|Hayden Christensen|Anthony Hopkins|James Franco|Jude Law|Tom Hiddleston|Leslie Mann|Connie Nielsen|Uma Thurman|Stellan Skarsgård|Nikolaj Lie Kaas|Dabney Coleman|Ashley Judd|Scott Cohen|Charlie Tahan|Dustin Hoffman|Stockard Channing|Javier Bardem|Jason Schwartzman,"MATCH (a:Actor {name: ""Natalie Portman""})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActor:Actor)
RETURN DISTINCT coActor.name"
4203,the actor [Takuya Kimura] co-starred with who,Tadanobu Asano,"MATCH (a:Actor {name: 'Takuya Kimura'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActors:Actor)
WHERE NOT coActors.name = 'Takuya Kimura'
RETURN coActors.name"
4204,what was the years of [Ivan Engler] &apos;s films,2009|2006,"MATCH (d:Director {name: 'Ivan Engler'})<-[:DIRECTED_BY]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4205,What types of films directed by [John Paizs],Crime,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""John Paizs""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4206,The [Rolf Hädrich] films were written by whom,Will Tremper,"MATCH (d:Director {name: ""Rolf Hädrich""})<-[:DIRECTED_BY]-(m:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
4207,The director of [The Pied Piper] also directed the films,Lola|The Young Girls of Rochefort|Une chambre en ville|Donkey Skin|Model Shop|Bay of Angels|The Umbrellas of Cherbourg|Lady Oscar,"MATCH (m:Movie {name: ""The Pied Piper""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4208,[Fred Willard] &apos;s films were released in what years,1991|1979,"MATCH (a:Actor {name: 'Fred Willard'})<-[:STARRED_ACTORS]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4209,films written by [Charlton Ogburn Jr.] were led by whom,Samuel Fuller,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Charlton Ogburn Jr.'}),
      (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4210,the [Vladimir Mashkov] actor appeared in the same film with whom,Yekaterina Rednikova|Ray Milland,"MATCH (a:Actor {name: 'Vladimir Mashkov'})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(coActors:Actor)
WHERE NOT coActors.name = 'Vladimir Mashkov'
RETURN coActors.name"
4211,the actor of [Gods and Monsters] also starred in which films,Extraordinary Measures|The Scarlet Pimpernel|Escape from Planet Earth|Flushed Away|My Kingdom|The Mummy|Raising Cain|Mrs. Winterbourne|Neverwas|The Da Vinci Code|Still Breathing|School Ties|Blast from the Past|Georgy Girl|Stardust|Intersection|Bedazzled|Airheads|The Passion of Darkly Noon|The Mummy Returns|Play It to the Bone|Monkeybone|George of the Jungle|The Last Time|With Honors|The Nut Job|Pawn Shop Chronicles|The Ballad of Little Jo|Peter Pan|Richard III|Blaze|The Quiet American|Apt Pupil|Furry Vengeance|X-Men|Encino Man|Journey to the Center of the Earth|My Dog Tulip|Leap of Faith|The Scout|Girl with Green Eyes|Dudley Do-Right|Inkheart|Scandal|Smashing Time|Asylum|The Air I Breathe|Boiling Point,"MATCH (m:Movie {name: ""Gods and Monsters""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie)
RETURN otherMovies.name"
4212,which films have the same screenwriter of [Chatroom],Disco Pigs|Hunger,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)
WHERE m.name = ""Chatroom""
RETURN m2.name"
4213,the actor [Devon Aoki] starred together with who,John Ventimiglia|Kris Lemche|Jake Hoffman,"MATCH (a:Actor {name: 'Devon Aoki'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActor:Actor)
RETURN coActor.name"
4214,which person has directed the films staged by [George Murphy],Roy Del Ruth|Anthony Mann|Michael Curtiz|Busby Berkeley|Norman Taurog,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""George Murphy""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4215,what were the release years of the movies acted by [Matt Bush],2010|2012,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Matt Bush""}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4216,What types of films are written by [Jane Rule],Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""Jane Rule""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4217,What genres of films written by [Roberto Rossellini],Drama|War,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name:'Roberto Rossellini'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4218,which genres are written films by [Raymond Foxall] in,War,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Raymond Foxall""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4219,[Jon Foster] &apos;s films were led by whom,Karl Mueller|Rawson Marshall Thurber|John Polson|Mike Figgis|Nicolo Donato|Will Canon,"MATCH (a:Actor {name: 'Jon Foster'})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4220,Who directed the films written by [Thomas Page],William Friedkin|Jeannot Szwarc,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Thomas Page""}), (m)-[:DIRECTED_BY]->(d:Director) RETURN d.name"
4221,which genres make [Richard Carpenter] films fall under,Music,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Richard Carpenter""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4222,[Barbet Schroeder] movies were in what genres ,Action|Thriller|Crime,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Barbet Schroeder""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4223,What are the genres of films staged by [Lauren Hutton],Horror|Crime|Drama|Action|Comedy|Thriller,"MATCH (a:Actor {name: 'Lauren Hutton'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4224,what were the release years the films starred by [Rob Brown],2008|2006|2000|2005,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Rob Brown'}), 
      (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4225,the scriptwriter of [La Chienne] also wrote which films,Elena and Her Men|La Bête Humaine|Toni|Picnic on the Grass|The Crime of Monsieur Lange|French Cancan|The Lower Depths|La Marseillaise|The Southerner|The Golden Coach|La Grande Illusion|The Rules of the Game|The Woman on the Beach|The River,"MATCH (m:Movie {name: ""La Chienne""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4226,who is listed as director of [Barry Sullivan] starred movies,John Berry|Ranald MacDougall|John Sturges|Robert Z. Leonard|Tay Garnett|Samuel Fuller|Mario Bava|Delbert Mann,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Barry Sullivan""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4227,What genres of film written by [Erling Jepsen],Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Erling Jepsen'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4228,What genres of films written by [Frank Ramírez],Drama|Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Frank Ramírez'}), (m)-[:HAS_GENRE]->(g:Genre) 
RETURN g.name"
4229,which screenwriters co-wrote movies with [Audrey Wells],Frances Mayes,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Audrey Wells""})
MATCH (m)-[:WRITTEN_BY]->(co:Writer)
WHERE co.name <> ""Audrey Wells""
RETURN DISTINCT co.name"
4230,what genres are the films directed by [William C. de Mille] in,Drama,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""William C. de Mille""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4231,The [A Thousand Words] director also directed the films,Ready to Rumble|Good Burger|Varsity Blues|Norbit|Meet Dave|The Perfect Score,"MATCH (m:Movie {name: 'A Thousand Words'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4232,who wrote the screenplay for the movies starred by [Michel Muller],Luc Besson,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Michel Muller'}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
4233,which has acted in concert with [Gloria Swanson],Robert Ames|Henry B. Walthall|Purnell Pratt,"MATCH (a:Actor {name: 'Gloria Swanson'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActor:Actor)
RETURN coActor.name"
4234,which screenwriters co-wrote movies with [Cordelia Drexel Biddle],AJ Carothers,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)
WHERE w.name = 'Cordelia Drexel Biddle'
MATCH (m)-[:WRITTEN_BY]->(co:Writer)
WHERE co.name <> 'Cordelia Drexel Biddle'
RETURN DISTINCT co.name"
4235,The Director of [She Done Him Wrong] is also the director of which movies,Born to Be Bad|Morning Glory,"MATCH (m:Movie {name: ""She Done Him Wrong""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4236,who are the actors in the films led by [Gilles Mimouni],Monica Bellucci|Vincent Cassel|Fred MacMurray|Jack Lemmon|Shirley MacLaine|Romane Bohringer,"MATCH (d:Director {name: ""Gilles Mimouni""})<-[:DIRECTED_BY]-(m:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4237,the screenwriter [Efthymis Filippou] co-wrote movies with who,Yorgos Lanthimos,"MATCH (w:Writer {name: 'Efthymis Filippou'})<-[:WRITTEN_BY]-(m:Movie)-[:WRITTEN_BY]->(cw:Writer)
RETURN cw.name"
4238,which person directed the movies starred by [Maura Tierney],Richard Shepard|Kent Alterman,"MATCH (a:Actor {name: 'Maura Tierney'})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4239,that acted in the films written by [Peter Templeman],Ryan Corr|Sarah Snook|Ryan Kwanten,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Peter Templeman'}), (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4240,the actor [Gene Davis] co-starred with who,Charles Bronson|Lisa Eilbacher|Andrew Stevens,"MATCH (a:Actor {name: 'Gene Davis'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActors:Actor)
WHERE NOT coActors.name = 'Gene Davis'
RETURN coActors.name"
4241,which types are [Charles Coburn] &apos;s films,Drama|Comedy|Musical,"MATCH (a:Actor {name: 'Charles Coburn'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4242,which acted in films directed by [Eric Rochant],Cécile De France|Jean Dujardin,"MATCH (d:Director {name: ""Eric Rochant""})<-[:DIRECTED_BY]-(m:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4243,Which films share the same director of [Godzilla vs. Mechagodzilla II],Godzilla 2000|Godzilla vs. Destoroyah,"MATCH (m:Movie {name: ""Godzilla vs. Mechagodzilla II""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4244,actor [Jeffery Roberson] acted in concert with whom,Clinton Leupp|Jack Plotnick,"MATCH (a:Actor {name: 'Jeffery Roberson'})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(coActors:Actor)
WHERE NOT coActors.name = 'Jeffery Roberson'
RETURN DISTINCT coActors.name"
4245,the films written by [Sergio Leone] were in which genera,Drama|Western|Crime,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Sergio Leone'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4246,the scriptwriter of [The Cobbler] also wrote movies,Win Win|The Visitor|The Station Agent,"MATCH (m:Movie {name: ""The Cobbler""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4247,What are the genres of [John Neville] films,Fantasy|Comedy|Adventure,"MATCH (a:Actor {name: ""John Neville""})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4248,who are the actors of the film director [Burr Steers],Matthew Perry|Thomas Lennon|Jared Harris|Amanda Crew|Claire Danes|Kieran Culkin|Jeff Goldblum|Zac Efron|Leslie Mann,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Burr Steers""}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4249,which are the directors of films written by [Kaui Hart Hemmings],Alexander Payne,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Kaui Hart Hemmings""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4250,Which person has directed the films staged by [Rachel Nichols],Franck Khalfoun|John Milius|Paco Cabezas|Marcus Nispel|Sally Potter|George C. Scott,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Rachel Nichols""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
4251,what was the years of releasing the films of [Dan Klores],1987|2007,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Dan Klores'}), (m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4252,The director of [Lila Says] is also the director of which films,West Beirut,"MATCH (m:Movie {name: ""Lila Says""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
4253,What were the years of release of the films led by [Géraldine Nakache],2010,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Géraldine Nakache'}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
4254,which has acted in the films written by [Jon Connolly],Stephen Furst|Peter Boyle|Christopher Lloyd|Michael Keaton,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Jon Connolly""}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
4255,The [Nightwatching] actor also appears in which films,Nativity!|The Children|The Gambler|Wake Wood|The All Together|Sister My Sister|Confetti,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie) 
WHERE m.name = 'Nightwatching' 
RETURN otherMovies.name"
