,query,target_query,generated_query
627,[Bandits] &apos;s director was,"{'Katja von Garnier', 'Barry Levinson'}",{'Katja von Garnier'}
628,who led the film [Don],"{'Chandra Barot', 'Farhan Akhtar'}",{'Farhan Akhtar'}
629,Director of [The Damned] was who was in charge ,"{'Luchino Visconti', 'René Clément'}",{'Luchino Visconti'}
630,who is the director who directed [Offside],"{'Mårten Klingberg', 'Jafar Panahi'}",{'Jafar Panahi'}
631,which person has led [Look Who's Talking Too],set(),{'Amy Heckerling'}
632,Who was the director of [The General],"{'Clyde Bruckman', 'John Boorman', 'Buster Keaton'}",{'John Boorman'}
633,[On the Road to Emmaus],"{Node('Movie', name='On the Road to Emmaus')}",{'Markku Pölönen'}
634,which is the director who directed [Carmen],"{'Francesco Rosi', 'Ernst Lubitsch', 'Carlos Saura'}",{'Francesco Rosi'}
635,by lead [Kolberg],set(),{'Veit Harlan'}
636,[The Grudge],"{Node('Movie', name='The Grudge')}",{'Takashi Shimizu'}
637,Who led the film [Possessed],"{'Curtis Bernhardt', 'Clarence Brown'}",{'Curtis Bernhardt'}
638,[Going Down in LA-LA Land],"{Node('Movie', name='Going Down in LA-LA Land')}",{'Casper Andreas'}
639,headed by [Rabbit Without Ears],"{Node('Movie', name='Rabbit Without Ears')}",{'Til Schweiger'}
640,headed by [Across the Tracks],"{Node('Movie', name='Across the Tracks')}",{'Sandy Tung'}
641,who is the director of [Born Reckless],"{'Andrew Bennison', 'John Ford', 'Malcolm St. Clair', 'Gustav Machatý'}","{'Andrew Bennison', 'John Ford'}"
642,who led the film [47 Ronin],"{'Carl Rinsch', 'Kon Ichikawa'}",{'Kon Ichikawa'}
643,who is the director of [Pennies from Heaven],"{'Norman Z. McLeod', 'Herbert Ross'}",{'Norman Z. McLeod'}
644,which is the Director of [We're No Angels],set(),{'Michael Curtiz'}
645,Director  [Shirin in Love],set(),{'Ramin Niami'}
646,which is the director who directed [Max Keeble's Big Move],set(),{'Tim Hill'}
647,Director of [Detour],"{'Severin Eskeland', 'Edgar G. Ulmer'}",{'Severin Eskeland'}
648,by lead [Like Crazy],"{'Felicity Jones', 'Anton Yelchin', 'Jennifer Lawrence'}",{'Drake Doremus'}
649,[The River Wild],"{Node('Movie', name='The River Wild')}",{'Curtis Hanson'}
650,The [House] film was directed by whom,"{'Robby Henson', 'Steve Miner'}",{'Steve Miner'}
651,headed by [Lucky Night],"{Node('Movie', name='Lucky Night')}",{'Norman Taurog'}
652,who is the Director of [Billy's Hollywood Screen Kiss],set(),"{""Tommy O'Haver""}"
653,The Director of [My Sister Eileen] was,"{'Alexander Hall', 'Richard Quine'}",{'Richard Quine'}
654,who served as the director of [Crime Wave],"{'André De Toth', 'John Paizs'}",{'John Paizs'}
655,who is the Director of [Priest],"{'Antonia Bird', 'Scott Stewart'}",{'Antonia Bird'}
656,which led the film [Brotherhood],"{'Will Canon', 'Nicolo Donato'}",{'Nicolo Donato'}
657,who were [Mutiny on the Bounty] headed by,"{'Carol Reed', 'Frank Lloyd', 'Lewis Milestone'}","{'Carol Reed', 'Lewis Milestone'}"
658,which has led [Ollie Hopnoodle's Haven of Bliss],set(),{'Dick Bartlett'}
659,who led the film [The Browning Version],"{'Anthony Asquith', 'Mike Figgis'}",{'Mike Figgis'}
660,the director of [Restless] was,"{'Gus Van Sant', 'Aku Louhimies'}",{'Aku Louhimies'}
661,[How to Kill Your Neighbor's Dog] film was led by whom,set(),{'Michael Kalesniko'}
662,which is the director of [The Thomas Crown Affair],"{'John McTiernan', 'Norman Jewison'}",{'Norman Jewison'}
663,Director  [Paranormal Activity],set(),{'Oren Peli'}
664,headed [The Hills Have Eyes Part II],"{Node('Movie', name='The Hills Have Eyes Part II')}",{'Wes Craven'}
665,who is the Director of [Two Women],"{'Vittorio De Sica', 'Tahmineh Milani'}",{'Tahmineh Milani'}
666,Director of [Meek's Cutoff],set(),{'Kelly Reichardt'}
667,who was [The King's Speech] led by,set(),{'Tom Hooper'}
668,headed [Black Sunday],"{Node('Movie', name='Black Sunday')}",{'Mario Bava'}
669,who is the director of the [Tormented],"{'Jon Wright', 'Bert I. Gordon'}",{'Jon Wright'}
670,that led the film [King Leopold's Ghost],set(),{'Pippa Scott'}
671,who is registered as director for [Pan's Labyrinth],set(),{'Guillermo del Toro'}
672,who were [See No Evil] led by,"{'Gregory Dark', 'Richard Fleischer'}",{'Richard Fleischer'}
673,headed by [Passengers],"{Node('Movie', name='Passengers')}",{'Rodrigo García'}
674,which has led [The Buccaneer],"{'Anthony Quinn', 'Cecil B. DeMille'}",{'Anthony Quinn'}
675,which led to [Jonah Hex],"{'comic book', 'Josh Brolin', 'megan fox', 'Jimmy Hayward', 'Tony DeZuniga', 'western', 'John Malkovich', '2010', 'Action', 'Michael Fassbender', 'John Albano', 'Megan Fox', 'Fantasy', 'john malkovich', 'josh brolin'}",{'Jimmy Hayward'}
676,[Dark Ride],"{Node('Movie', name='Dark Ride')}",{'Craig Singer'}
677,headed by [Lookin' to Get Out],set(),{'Hal Ashby'}
678,which led to [A Guide for the Married Man],set(),{'Gene Kelly'}
679,Director of [Where the Heart Is],"{'Matt Williams', 'John Boorman'}",{'John Boorman'}
680,Who is the Director of [White Man's Burden],set(),{'Desmond Nakano'}
681,which were [Crush] led by,"{'Alison Maclean', 'John McKay'}",{'Alison Maclean'}
682,that led the film [Life's a Breeze],set(),{'Lance Daly'}
683,headed by [My Voyage to Italy],"{Node('Movie', name='My Voyage to Italy')}",{'Martin Scorsese'}
684,which is registered as the Director of [At Midnight I'll Take Your Soul],set(),{'José Mojica Marins'}
685,which has led to [Dagon],set(),{'Stuart Gordon'}
686,who was the director of [Isolation] ,{'Billy OBrien'},"{""Billy O'Brien""}"
687,who directed the [Born Reckless] film,"{'Andrew Bennison', 'John Ford', 'Malcolm St. Clair', 'Gustav Machatý'}","{'Malcolm St. Clair', 'Gustav Machatý'}"
688,who served as the director of [River's Edge],set(),{'Tim Hunter'}
689,headed by [Tough Guys Don't Dance],set(),{'Norman Mailer'}
690,who led the movie [Ivan's Childhood],set(),{'Andrei Tarkovsky'}
691,by which person headed [Safe],"{'Todd Haynes', 'Boaz Yakin'}",{'Todd Haynes'}
692,which led [Crisis],"{'Richard Brooks', 'Ingmar Bergman'}",{'Richard Brooks'}
693,Director of [Black Beauty],"{'Caroline Thompson', 'James Hill'}",{'Caroline Thompson'}
694,that led the film [The Ladies Man],"{'Jerry Lewis', 'Reginald Hudlin'}",{'Reginald Hudlin'}
695,Who directed the [The Charge of the Light Brigade] film,"{'Michael Curtiz', 'Tony Richardson'}",{'Tony Richardson'}
696,by lead [War of the Robots],set(),{'Alfonso Brescia'}
697,who is registered as the Director of [Triangle],"{'Ringo Lam', 'Johnnie To', 'Christopher Smith'}","{'Ringo Lam', 'Johnnie To'}"
698,Director  [Kotch],set(),{'Jack Lemmon'}
699,the film [Lucy] was directed by whom,"{'Luc Besson', 'Glenn Jordan'}",{'Glenn Jordan'}
700,Director of [Chaos],"{'Coline Serreau', 'Hideo Nakata', 'Tony Giglio', 'David DeFalco'}",{'Coline Serreau'}
701,which led to [Invasion U.S.A.],set(),{'Joseph Zito'}
702,Which person led [Monkey Business],"{'Norman Z. McLeod', 'Howard Hawks'}",{'Norman Z. McLeod'}
703,who directed the [Destricted] film,"{'Cecily Brown', 'Matthew Barney', 'Larry Clark', 'Marco Brambilla', 'Gaspar Noé', 'Sante DOrazio', 'Richard Prince', 'Marilyn Minter', 'Tunga'}","{'Cecily Brown', 'Matthew Barney', 'Larry Clark', 'Marco Brambilla', ""Sante D'Orazio"", 'Gaspar Noé', 'Richard Prince', 'Marilyn Minter', 'Tunga'}"
704,Director  [Fresh Horses],set(),{'David Anspaugh'}
705,as Director of [Strange Invaders],"{'Michael Laughlin', 'Cordell Barker'}",{'Michael Laughlin'}
706,who served as the director of [King of Devil's Island],set(),{'Marius Holst'}
707,which led [Hitchcock],set(),{'Sacha Gervasi'}
708,Director of [Stalingrad],"{'Joseph Vilsmaier', 'Fedor Bondarchuk'}",{'Joseph Vilsmaier'}
709,which headed [Top Hat],"{Node('Movie', name='Top Hat')}",{'Mark Sandrich'}
710,who led the movie [Torment],"{'Alf Sjöberg', 'Jordan Barker'}",{'Jordan Barker'}
711,who is the director of the [A Woman's Face],set(),{'Gustaf Molander'}
712,headed by [Daddy and Them],"{Node('Movie', name='Daddy and Them')}",{'Billy Bob Thornton'}
713,by lead [The Mosquito Coast],"{'Harrison Ford', 'Helen Mirren', 'River Phoenix'}",{'Peter Weir'}
714,The Director of [My Father's Glory] was,set(),{'Yves Robert'}
715,headed by [The Italian Job],"{'Peter Collinson', 'F. Gary Gray'}",{'Peter Collinson'}
716,[Dolphin Tale 2],"{Node('Movie', name='Dolphin Tale 2')}",{'Charles Martin Smith'}
717,headed by [Phil Spector],set(),{'David Mamet'}
718,that is the director who led [Othello],"{'Orson Welles', 'Oliver Parker', 'Stuart Burge'}",{'Stuart Burge'}
719,[An Enemy of the People],"{Node('Movie', name='An Enemy of the People')}",{'George Schaefer'}
720,who is registered as director for [Posse],"{'Mario Van Peebles', 'Kirk Douglas'}",{'Mario Van Peebles'}
721,who led the movie [Carnage],"{'Roman Polanski', 'Delphine Gleize'}",{'Roman Polanski'}
722,Director  [Black Fury],set(),{'Michael Curtiz'}
723,which is the director who led [Bernie],"{'Richard Linklater', 'Albert Dupontel'}",{'Albert Dupontel'}
724,who served as the director of [Blind Date],"{'Blake Edwards', 'Nico Mastorakis'}",{'Nico Mastorakis'}
725,Who is the director of [The Unknown Soldier],"{'Rauni Mollberg', 'Edvin Laine'}",{'Edvin Laine'}
726,which led to [Torn Curtain],set(),{'Alfred Hitchcock'}
727,the director of [Ferris Bueller's Day Off] was,set(),{'John Hughes'}
728,Director  [Maytime],set(),{'Robert Z. Leonard'}
729,who is the director of [Ocean's 11],set(),{'Lewis Milestone'}
730,who led the movie [The Boys],"{'Rowan Woods', 'Mikko Niskanen', 'Sidney J. Furie'}",{'Sidney J. Furie'}
731,which was [I'll Do Anything] headed by,set(),{'James L. Brooks'}
732,which is the director of [Envy],"{'Zeki Demirkubuz', 'Barry Levinson'}",{'Barry Levinson'}
733,that led the film [The Class],"{'Ilmar Raag', 'Laurent Cantet'}",{'Laurent Cantet'}
734,Director of [The Other Woman],"{'Don Roos', 'Nick Cassavetes'}",{'Nick Cassavetes'}
735,which is the Director of [It's Always Fair Weather],set(),"{'Gene Kelly', 'Stanley Donen'}"
736,Who is the director of [White Men Can't Jump],set(),{'Ron Shelton'}
737,which was [The Night They Raided Minsky's] led by,set(),{'William Friedkin'}
738,which was [Cinderella] headed by,"{'Clyde Geronimi', 'Robert Iscove', 'Wilfred Jackson', 'James Kirkwood', 'Hamilton Luske', 'Kenneth Branagh'}",{'James Kirkwood'}
739,who was the Director of [The Secret Life of Walter Mitty],"{'Norman Z. McLeod', 'Ben Stiller'}",{'Ben Stiller'}
740,which is the Director of [Madame Bovary],"{'Vincente Minnelli', 'Claude Chabrol'}",{'Claude Chabrol'}
741,that led the film [Boiling Point],"{'Takeshi Kitano', 'James B. Harris'}",{'James B. Harris'}
742,who is the director who has run [The President's Analyst],set(),{'Theodore J. Flicker'}
743,by which person headed [The Secret Life of Walter Mitty],"{'Norman Z. McLeod', 'Ben Stiller'}",{'Norman Z. McLeod'}
744,that led the film [Gypsy],"{'Emile Ardolino', 'Mervyn LeRoy'}",{'Emile Ardolino'}
745,which is the Director of [Mutiny on the Bounty],"{'Carol Reed', 'Frank Lloyd', 'Lewis Milestone'}",{'Frank Lloyd'}
746,who is the director who managed [Rock 'n' Roll Nightmare],set(),{'John Fasano'}
747,who is the director who managed [Dr. Jekyll and Mr. Hyde],"{'Rouben Mamoulian', 'John S. Robertson', 'Victor Fleming'}",{'Rouben Mamoulian'}
748,"who is the director who has run [Road, Movie]",set(),{'Dev Benegal'}
749,headed by [Johnny Tremain],set(),{'Robert Stevenson'}
750,headed [She's So Lovely],set(),{'Nick Cassavetes'}
751,which is the director of [The Ladies Man],"{'Jerry Lewis', 'Reginald Hudlin'}",{'Jerry Lewis'}
752,headed by [The Adventures of Elmo in Grouchland],"{Node('Movie', name='The Adventures of Elmo in Grouchland')}",{'Gary Halvorson'}
753,who is registered as Director of [The Wicker Man],"{'Robin Hardy', 'Neil LaBute'}",{'Neil LaBute'}
754,[The Man Who Wasn't There],set(),{'Ethan Coen'}
755,Director of [Beyond a Reasonable Doubt],"{'Peter Hyams', 'Fritz Lang'}",{'Peter Hyams'}
756,headed by [An Officer and a Gentleman],"{Node('Movie', name='An Officer and a Gentleman')}",{'Taylor Hackford'}
757,headed by [The Girl with the Dragon Tattoo],"{Node('Movie', name='The Girl with the Dragon Tattoo')}",{'Niels Arden Oplev'}
758,headed [Titus],"{Node('Movie', name='Titus')}",{'Julie Taymor'}
759,who was the Director of [Earth],"{'Deepa Mehta', 'Mark Linfield', 'Alastair Fothergill'}",{'Deepa Mehta'}
760,by lead [Love Is a Many-Splendored Thing],"{'William Holden', 'Jennifer Jones'}",{'Henry King'}
761,[The Wind],"{Node('Movie', name='The Wind')}","{'Frances Marion', 'Dorothy Scarborough'}"
762,[She's Gotta Have It],set(),{'Spike Lee'}
763,[Manhattan Baby],"{Node('Movie', name='Manhattan Baby')}",{'Lucio Fulci'}
764,Which person led [Promised Land],"{'Gus Van Sant', 'Michael Hoffman'}",{'Gus Van Sant'}
765,which were [Moonlight and Valentino] headed by,{'Valentino'},{'David Anspaugh'}
766,headed [Despicable Me 2],"{Node('Movie', name='Despicable Me 2')}","{'Chris Renaud', 'Pierre Coffin'}"
767,who is the director of the [What's the Worst That Could Happen?],set(),{'Sam Weisman'}
768,the film [Everybody's Famous!] was led by whom,set(),{'Dominique Deruddere'}
769,headed [Demon Wind],"{Node('Movie', name='Demon Wind')}",{'Charles Philip Moore'}
770,The director of [Savages] was who was in charge of,"{'James Ivory', 'Oliver Stone'}",{'Oliver Stone'}
771,Who was the director of [August],"{'Anthony Hopkins', 'Austin Chick'}",{'Anthony Hopkins'}
772,who was the director of [Pride and Glory] ,{'Gavin OConnor'},"{""Gavin O'Connor""}"
773,Director of [Wild Bill] was who was in charge ,"{'Dexter Fletcher', 'Walter Hill'}",{'Walter Hill'}
774,who is the Director of [August],"{'Anthony Hopkins', 'Austin Chick'}",{'Austin Chick'}
775,which were [Beyond the Darkness] led by,{'Joe DAmato'},"{""Joe D'Amato""}"
776,who is the director of the [The Well-Digger's Daughter],set(),{'Daniel Auteuil'}
777,that led the film [Joe Gould's Secret],set(),{'Stanley Tucci'}
778,Director of [Child's Play] was who was in charge,set(),{'Tom Holland'}
779,who is the Director of [The Rabbi's Cat],set(),"{'Joann Sfar', 'Antoine Delesvaux'}"
780,the [The Quick and the Dead] film was directed by whom,"{'Robert Day', 'Sam Raimi'}",{'Sam Raimi'}
781,who is registered as a director for [The Bat],"{'Roland West', 'Crane Wilbur'}",{'Crane Wilbur'}
782,the director of [A Christmas Carol] was,"{'Robert Zemeckis', 'Clive Donner'}",{'Robert Zemeckis'}
783,Director  [Spontaneous Combustion],set(),{'Tobe Hooper'}
784,headed [She Wouldn't Say Yes],set(),{'Alexander Hall'}
785,who directed the film [Angel],"{'Robert Vincent ONeill', 'Ernst Lubitsch', 'Neil Jordan'}",{'Ernst Lubitsch'}
786,which led the film [Nim's Island],set(),"{'Jennifer Flackett', 'Mark Levin'}"
787,which is the Director of [The Brink's Job],set(),{'William Friedkin'}
788,that led the film [I'm Gonna Git You Sucka],set(),{'Keenen Ivory Wayans'}
789,which is the Director of [Nina's Heavenly Delights],set(),{'Pratibha Parmar'}
790,Who led the [The Three Musketeers] film,"{'Richard Lester', 'Stephen Herek'}",{'Stephen Herek'}
791,which led the film [Little Miss Marker],"{'Alexander Hall', 'Walter Bernstein'}",{'Walter Bernstein'}
792,[A Night to Remember],"{Node('Movie', name='A Night to Remember')}",{'Roy Ward Baker'}
793,Who directed the [Crash] film,"{'Paul Haggis', 'David Cronenberg'}",{'David Cronenberg'}
794,which led to [The Myth of Fingerprints],set(),{'Bart Freundlich'}
795,The director of [Avalon] was,"{'Barry Levinson', 'Mamoru Oshii'}",{'Barry Levinson'}
796,[A Double Life],"{Node('Movie', name='A Double Life')}",{'George Cukor'}
797,who directed the film [Heat],"{'Michael Mann', 'Paul Morrissey'}",{'Paul Morrissey'}
798,that is the director who directed [Don't Be Afraid of the Dark],set(),{'Troy Nixey'}
799,[Last Summer in the Hamptons],"{Node('Movie', name='Last Summer in the Hamptons')}",{'Henry Jaglom'}
800,that led the film [Hell's Hinges],set(),"{'Clifford Smith', 'William S. Hart', 'Charles Swickard'}"
801,which was the director of [Rock 'n' Roll High School],set(),{'Allan Arkush'}
802,Which person headed [The Quiet American],"{'Joseph L. Mankiewicz', 'Phillip Noyce'}",{'Joseph L. Mankiewicz'}
803,by lead [Three Brothers],"{'Vittorio Mezzogiorno', 'Philippe Noiret', 'Michele Placido'}",{'Francesco Rosi'}
804,who is the director who has run [True Crime],"{'Clint Eastwood', 'Pat Verducci'}",{'Clint Eastwood'}
805,The director of [One Missed Call] was,"{'Eric Valette', 'Takashi Miike'}",{'Takashi Miike'}
806,who was director of [Isn't She Great],set(),{'Andrew Bergman'}
807,who is the director who directed [Man's Best Friend],set(),{'John Lafia'}
808,[Doctors' Wives],set(),{'George Schaefer'}
809,who is the Director of [The Winslow Boy],"{'Anthony Asquith', 'David Mamet'}",{'David Mamet'}
810,that was the director of [Fire Down Below],"{'Robert Parrish', 'Félix Enríquez Alcalá'}",{'Robert Parrish'}
811,The film [Zatoichi's Revenge] was led by whom,set(),{'Akira Inoue'}
812,who is registered as the Director of [Stacy's Knights],set(),{'Jim Wilson'}
813,who is the director of [We Are What We Are],"{'Jorge Michel Grau', 'Jim Mickle'}",{'Jim Mickle'}
814,who is the Director of [Cargo],"{'Ivan Engler', 'Clive Gordon'}",{'Ivan Engler'}
815,What kind of movie is [The Well-Digger's Daughter],set(),"{'Comedy', 'Drama'}"
816,which was the kind of [You'll Never Get Rich],set(),"{'Musical', 'Comedy'}"
817,"what kind of movie is [Not with My Wife, You Don't!]",set(),{'Comedy'}
818,what kind of film is [Child's Play 2],set(),{'Horror'}
819,which type of film is [Breakin' All the Rules],set(),{'Comedy'}
820,What is the kind of [Easy Money],"{'Crime', 'Comedy'}",{'Crime'}
821,What was the genre of the movie [Rustlers' Rhapsody],set(),"{'Comedy', 'Western'}"
822,what kind of film is [Monte Carlo],"{'Musical', 'Comedy'}",{'Comedy'}
823,what was the genre the film [Bad Boys],"{'Crime', 'Action', 'Comedy', 'Drama'}","{'Crime', 'Drama'}"
824,what kind of film is [Murphy's Romance],set(),"{'Romance', 'Comedy'}"
825,What is the genre for the movie [Earth],"{'Drama', 'Documentary'}",{'Drama'}
826,Which type of film is [It's All True],set(),{'Documentary'}
827,what kind of thing makes [The Secret Life of Walter Mitty] fall under,"{'Comedy', 'Drama', 'Adventure'}","{'Comedy', 'Drama'}"
828,what was the kind of [Coogan's Bluff] ,set(),{'Action'}
829,which kind of film is [Nine Lives],"{'Horror', 'Drama'}",{'Drama'}
830,What kind of movie is [Singin' in the Rain],set(),"{'Musical', 'Comedy'}"
831,which kind of film is [Zulu],"{'War', 'Crime'}",{'Crime'}
832,Which is the genre for film [There's a Girl in My Soup],set(),{'Comedy'}
833,what is the kind of film [The Slammin' Salmon],set(),{'Comedy'}
834,which kind of film is [Envy],"{'Comedy', 'Drama'}",{'Drama'}
835,what kind of fact is [The Sapphires] to fall under,"{'australia', 'war', 'based on a true story', 'vietnam', 'true story', 'musical'}","{'Comedy', 'Drama'}"
836,that was the type of [Let's Make Money],set(),{'Documentary'}
837,what is the genre the film [Charlie's Country],set(),{'Drama'}
838,what kind of fact is [Night Shift] to fall under,set(),{'Comedy'}
839,which is the type of [Another Man's Poison],set(),{'Drama'}
840,Which type of film is [You've Been Trumped],set(),{'Documentary'}
841,what kind of fact is [We're the Millers] falling under,set(),{'Comedy'}
842,which kind of gender is [Romy and Michele's High School Reunion] in,set(),{'Comedy'}
843,What is the genre for [Triangle] film,"{'Thriller', 'Action'}",{'Action'}
844,what kind of fact is [Waiting for Forever] falling under,set(),{'Romance'}
845,what kind of thing makes [Adventures of Kitty O'Day] fall under the scope of,set(),"{'Comedy', 'Mystery'}"
846,What type of film is [Madhouse],"{'Comedy', 'Horror'}",{'Horror'}
847,What kind of film is [Trust],"{'Comedy', 'Drama'}",{'Drama'}
848,What kind of movie is [A Soldier's Daughter Never Cries],set(),{'Drama'}
849,what type of film is [Gulliver's Travels],set(),"{'Animation', 'Adventure'}"
850,What type of film is [What's in a Name?],set(),{'Comedy'}
851,What type of film [Piglet's Big Movie],set(),{'Adventure'}
852,what kind of movie is [Alice in Wonderland],"{'Fantasy', 'Adventure'}",{'Adventure'}
853,what is the genre of film [In Harm's Way],set(),{'War'}
854,what kind of fact is [The Red Shoes] falling under,"{'DIRECTED_BY', 'HAS_GENRE', 'RELEASE_YEAR', 'HAS_TAGS', 'WRITTEN_BY', 'STARRED_ACTORS'}",{'Music'}
855,What kind of movie is [The Interview],"{'Thriller', 'Action', 'Comedy'}",{'Thriller'}
856,what kind of film is [Nobody's Fool],set(),"{'Romance', 'Comedy', 'Drama'}"
857,what kind of fact is [Comes a Horseman] falling under,set(),{'Western'}
858,what kind of fact [First Love] to fall under,"{'henry koster', 'matteo garrone'}",{'Musical'}
859,What was the genre of the film [Hawking],"{'Drama', 'Documentary'}",{'Documentary'}
860,what kind of movie is [Running Scared],"{'Crime', 'Action', 'Comedy'}","{'Action', 'Comedy'}"
861,what sort of film is [Possession],"{'Mystery', 'Horror', 'Drama'}","{'Mystery', 'Drama'}"
862,what kind of fact is [Johnny Dangerously] falling under,"{'amy heckerling', 'michael keaton', 'peter boyle', 'danny devito'}","{'Crime', 'Comedy'}"
863,what kind of thing makes [Melinda and Melinda] fall under the scope of,"{'DIRECTED_BY', 'HAS_GENRE', 'RELEASE_YEAR', 'HAS_TAGS', 'WRITTEN_BY'}","{'Comedy', 'Drama'}"
864,what kind of film are [The Wrong Man],"{'Thriller', 'Crime', 'Drama'}","{'Crime', 'Drama'}"
865,that is the kind of [Family Life],set(),{'Drama'}
866,What is the nature of [Trancers II],"{Node('Movie', name='Trancers II')}",{'Action'}
867,What kind of film is [Things to Do in Denver When You're Dead],set(),{'Crime'}
868,What type of film is [The Gruffalo's Child],set(),{'Short'}
869,which kind of genre is [The Longest Yard] in,"{'Comedy', 'Sport', 'Drama'}","{'Comedy', 'Sport'}"
870,what is the genre for the film [Muriel's Wedding],set(),"{'Comedy', 'Drama'}"
871,What is the type of [Rembrandt's J'Accuse],set(),{'Documentary'}
872,"what kind of fact is [He Said, She Said] to fall under","{'STARRED_ACTORS', 'HAS_GENRE', 'RELEASE_YEAR'}",{'Comedy'}
873,What kind of movie is [Cake],"{'Comedy', 'Drama'}",{'Comedy'}
874,What is the genre for the movie [Dédée d'Anvers],set(),{'Drama'}
875,which kind of film is [Betsy's Wedding],set(),{'Comedy'}
876,what kind of fact is [The Last Horror Movie] to fall under,set(),{'Horror'}
877,which was the kind of [Abandoned],set(),{'Thriller'}
878,which kind of film is [All the President's Men],set(),{'Thriller'}
879,what is the genre film [Accident],"{'Thriller', 'Drama'}",{'Thriller'}
880,what kind of fact is [Dominick and Eugene] to fall under,set(),{'Drama'}
881,what kind of gender is [The Charge of the Light Brigade] in,"{'War', 'Adventure'}",{'War'}
882,what kind of film is [I Can't Think Straight],set(),{'Romance'}
883,what was the kind of [The Dead] ,"{'Horror', 'Drama'}",{'Horror'}
884,What is the nature of the film [That's My Boy],set(),{'Comedy'}
885,What kind of film is [Frankie and Johnny],"{'Romance', 'Musical', 'Drama'}","{'Romance', 'Musical'}"
886,Which kind of film is [The Secret Policeman's Other Ball],set(),"{'Music', 'Comedy'}"
887,what kind of fact [Alter Egos] fall under,"{'Jordan Galland', '2012', 'Danny Masterson', 'Joey Kern', 'Comedy', 'Kris Lemche', 'Brooke Nevin'}",{'Comedy'}
888,that is the kind of [Morning Glory],"{'Comedy', 'Drama'}",{'Drama'}
889,What is the genre for the film [God Is Great and I'm Not],set(),{'Comedy'}
890,what type of film is [Blue Steel],"{'Action', 'Western'}",{'Action'}
891,What kind of film is [Abraham's Valley],set(),{'Drama'}
892,What is the nature of the film [Don't Give Up the Ship],set(),{'Comedy'}
893,what type of film is [A Star Is Born],"{'Musical', 'Music', 'Drama'}","{'Music', 'Drama'}"
894,What is the nature of [Crimewave],"{Node('Movie', name='Crimewave')}","{'Crime', 'Comedy'}"
895,what was kind of [Can't Buy Me Love],set(),{'Comedy'}
896,what kind of thing makes [The Giant Claw] fall under the scope of,"{'Horror', 'sam katzman'}",{'Horror'}
897,what kind of fact is [The Informer] falling under,{'john ford'},{'Drama'}
898,Which type of film is [Bully],"{'Crime', 'Documentary'}",{'Crime'}
899,what is the genre film [Gridlock'd],set(),"{'Crime', 'Comedy', 'Drama'}"
900,what kind of film is [Devil's Pass],set(),{'Horror'}
901,what kind of film is [My Blue Heaven],"{'Musical', 'Comedy'}",{'Comedy'}
902,what was the genre of the film [The Brain That Wouldn't Die],set(),{'Horror'}
903,which kind of film is [She's All That],set(),{'Comedy'}
904,what kind of thing makes [Metro Manila] fall under,"{'DIRECTED_BY', 'HAS_GENRE', 'RELEASE_YEAR', 'HAS_TAGS', 'WRITTEN_BY'}","{'Crime', 'Drama'}"
905,what is the kind of film [Spin],"{'Comedy', 'Drama'}",{'Drama'}
906,What kind of film is [Howl's Moving Castle],set(),{'Adventure'}
907,Which type of film is [Cinderella],"{'Fantasy', 'Musical'}",{'Fantasy'}
908,What kind of film is [Bush's Brain],set(),{'Documentary'}
909,Which type of film is [Bluebeard],"{'Thriller', 'Fantasy', 'Horror'}",{'Horror'}
910,what kind of fact [The Man in the Moon] to fall under,"{'robert mulligan', 'reese witherspoon'}",{'Drama'}
911,what kind of film is [Chicago],"{'Musical', 'Comedy', 'Drama'}","{'Musical', 'Comedy'}"
912,that was the genre of the film [Gloria],"{'Thriller', 'Crime', 'Drama'}","{'Thriller', 'Crime'}"
913,what kind of movie are [Noah's Ark],set(),"{'War', 'Drama'}"
914,what kind of fact is [Videocracy] falling under,"{'italy', 'politics', 'television'}",{'Documentary'}
915,What was the genre of film [Boy Meets Girl],"{'Romance', 'Comedy', 'Drama'}",{'Comedy'}
916,what was the kind of film [The Pervert's Guide to Cinema],set(),{'Documentary'}
917,what type of film is [The Count of Monte Cristo],"{'Romance', 'Action', 'Drama', 'Adventure'}","{'Action', 'Adventure'}"
918,What is the type of [Darwin's Nightmare],set(),{'Documentary'}
919,what kind of fact is [The Selfish Giant] to fall under,"{'DIRECTED_BY', 'HAS_GENRE', 'RELEASE_YEAR', 'WRITTEN_BY'}",{'Drama'}
920,What is the kind of film [Runaway],"{'Animation', 'Short', 'Action'}","{'Animation', 'Short'}"
921,What is the nature of [Silver Streak],set(),{'Comedy'}
922,what kind of fact [Big Momma's House 2] fall under,set(),"{'Crime', 'Comedy'}"
923,what kind of fact [Separation City] fall under,set(),"{'Comedy', 'Drama'}"
924,what is the nature of [The Match],"{Node('Movie', name='The Match')}",{'Comedy'}
925,what type of film is [Who's That Knocking at My Door],set(),{'Drama'}
926,what type of film is [Boy Eating the Bird's Food],set(),{'Drama'}
927,what kind of fact is [Deadfall] falling under,set(),"{'Crime', 'Drama'}"
928,which makes [Coquette] fall under,set(),{'Drama'}
929,What kind of movie is [The Devil's in the Details],set(),{'Thriller'}
930,what kind of fact is [Autumn Leaves] to fall under,"{'DIRECTED_BY', 'HAS_GENRE', 'RELEASE_YEAR', 'WRITTEN_BY', 'STARRED_ACTORS'}",{'Drama'}
931,What kind of [Grotesque] fall under,set(),{'Horror'}
