,query,target_query,generated_query
214,the film [Safe Passage] was led by whom,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Safe Passage' RETURN d.name""",{'Robert Allan Ackerman'}
215,who is the manager of [Astro Boy],The given natural language query is not valid as per the provided database schema. The entity 'Manager' does not exist in the schema and there are no relations defining a 'Manager' for the 'Movie' entity. Please provide a valid query.,{'David Bowers'}
216,who is the manager of [The Frighteners],"The given natural language query is not clear. The term ""manager"" is ambiguous in the context of a movie. Please specify if you want to know the director, the writer, or some other role related to the movie 'The Frighteners'.",{'Peter Jackson'}
217,the film [Before the Rain] was directed by whom,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Before the Rain' RETURN d.name""",{'Milcho Manchevski'}
218,who was the manager of [The Thin Man Goes Home],"The natural language query is ambiguous as it is not clear what is meant by ""manager"" in the context of a movie. It could refer to the director or the producer. However, given the available entities and relationships in the database schema, we can assume that the ""manager"" refers to the ""Director"". In that case, the Cypher query would be:

```cypher
MATCH (m:Movie {name: 'The Thin Man Goes Home'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
```",{'Richard Thorpe'}
219,who directed the film [Souls for Sale],"```
MATCH (m:Movie {name: ""Souls for Sale""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'Rupert Hughes'}
220,Director of [Once Upon a Forest],"""MATCH (m:Movie {name: 'Once Upon a Forest'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Charles Grosvenor'}
221,"who is the manager of [Kiss Me, Guido]",The given natural language query is not applicable to the provided database schema. The database schema does not have a 'manager' attribute or a related entity. Please provide a valid natural language query.,{'Tony Vitale'}
222,who is the manager of [Monsieur Ibrahim],The query does not match the schema provided. The schema does not have any entity or relation that could be interpreted as the 'manager' of the movie 'Monsieur Ibrahim'. Please provide a query that fits the schema.,{'François Dupeyron'}
223,where the director of [Report to the Commissioner] was,"""MATCH (m:Movie {name: 'Report to the Commissioner'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Milton Katselas'}
224,headed by [Slither],"The natural language query is not clear. The term ""headed by"" could refer to a movie directed by, written by, or starred in by a person named Slither. Could you please specify the context or provide more information?",{'James Gunn'}
225,which were [Everything] led by,Your natural language query is not complete. Please provide a full sentence or question to generate a valid Cypher query.,{'Richard Hawkins'}
226,which led to [The Disappeared],"The natural language query is not clear. Please specify what you want to find related to the movie ""The Disappeared"". For instance, are you looking for its director, actors, writer, or something else?",{'Johnny Kevorkian'}
227,who is the Director of [The Saragossa Manuscript],"```cypher
MATCH (m:Movie {name: ""The Saragossa Manuscript""})-[:DIRECTED_BY]->(d:Director) 
RETURN d.name
```",{'Wojciech Has'}
228,who was the manager of [Lucrezia Borgia],"The provided natural language query seems to be incorrect as per the given database schema. There is no relation or attribute called ""manager"" in the database schema. And also, the entity 'Lucrezia Borgia' does not exist in the database schema. Please provide a valid query that matches the database schema.",{'Abel Gance'}
229,"who was the manager of [Frank McKlusky, C.I.]","The provided query is not clear. The term ""manager"" does not match any of the given entities or relations in the provided database schema. Please provide a valid query that corresponds with the database schema.",{'Arlene Sanford'}
230,who is the manager of [Westward the Women],The provided natural language query does not match the database schema. There is no 'manager' entity or relationship in the schema. Please provide a valid query.,{'William A. Wellman'}
231,the film [Blue Juice] was led by whom,"""MATCH (m:Movie {name:'Blue Juice'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Carl Prechezer'}
232,who is the manager of [A Colt Is My Passport],"The natural language query provided does not match the schema provided. There is no ""manager"" relationship or entity in the given schema. Please provide a valid query.",{'Takashi Nomura'}
233,which headed [Grizzly Man],"The given natural language query is ambiguous. ""Headed"" could refer to the director, writer, or even the lead actor. Please provide more specific information.",{'Werner Herzog'}
234,which headed [Rough Night in Jericho],"The query is not well-defined and I need more details to generate a Cypher query. ""Headed"" could refer to a director, a writer, or an actor. Please provide more specific information.",{'Arnold Laven'}
235,which headed [Some Kind of Wonderful],"The natural language query is not clear. Please provide additional details such as the entity related to ""Some Kind of Wonderful"". Are you asking about the director, actors, genre, etc., of the movie ""Some Kind of Wonderful""?",{'Howard Deutch'}
236,who led the film [Father's Little Dividend],"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Father's Little Dividend' RETURN d.name""",{'Vincente Minnelli'}
237,who is the manager of [Dandelion],The provided natural language query does not match the database schema. There is no 'manager' entity or relationship defined in the schema. Please provide a relevant query.,{'Mark Milgard'}
238,the director of [Cockneys vs Zombies] was who was in charge of,"""MATCH (m:Movie {name: 'Cockneys vs Zombies'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Matthias Hoene'}
239,who is [Caught Inside] &apos;s director,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Caught Inside' RETURN d.name""",{'Adam Blaiklock'}
240,that were [Colors] led by,Your natural language query seems to be incomplete. Please provide a complete query.,{'Dennis Hopper'}
241,headed [Arthur],"Your query is ambiguous, as it's not clear what ""headed [Arthur]"" means. Please clarify what you want to find. Are you looking for movies directed by someone named Arthur, movies written by someone named Arthur, or movies starring an actor named Arthur?",{'Jason Winer'}
242,who is the manager of [Judgment Night],"The query seems to be asking for the director of the movie ""Judgment Night"", as movies typically don't have a ""manager"". However, it's not explicitly stated, so I'll assume that's what you're asking for. Here's how you can find the director:

```
MATCH (m:Movie {name: ""Judgment Night""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'Stephen Hopkins'}
243,who is [Under the Cherry Moon] &apos;s director,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Under the Cherry Moon' RETURN d.name""",{'Prince'}
244,Who is the director of [Blubberella],"""MATCH (m:Movie {name: 'Blubberella'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Uwe Boll'}
245,which is the director who directed [Bernie],"""MATCH (m:Movie {name: 'Bernie'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Richard Linklater'}
246,The director of [Don't Bother to Knock] was,"""MATCH (m:Movie {name: ""Don't Bother to Knock""})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Roy Ward Baker'}
247,who is the manager of [State Property 2],"The provided natural language query does not match the given database schema. The term ""manager"" does not correspond to any of the existing entities or relations in the schema. Please provide a valid query.",{'Damon Dash'}
248,the [Pot o' Gold] film was directed by whom,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = 'Pot o'' Gold'
RETURN d.name",{'George Marshall'}
249,who is the manager of [Frontier of the Dawn],"The query language Cypher does not provide information about the manager of a movie. With the given schema, we can retrieve the director, actors, writers, etc., but not the manager. Please provide a valid request.",{'Philippe Garrel'}
250,who is the manager of [Kitchen Stories],"The provided natural language query is invalid for the given database schema. The schema does not contain any information about a ""manager"" related to the ""Movie"" entity. Please provide a valid query.",{'Bent Hamer'}
251,which person headed [Lord of the Flies],"The natural language query is ambiguous as it doesn't specify what role (Director, Writer, Actor) the person had in the movie ""Lord of the Flies"". Here are three possible Cypher queries:

If the person is the Director:
```cypher
MATCH (m:Movie {name: ""Lord of the Flies""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```
If the person is the Writer:
```cypher
MATCH (m:Movie {name: ""Lord of the Flies""})-[:WRITTEN_BY]->(w:Writer)
RETURN w.name
```
If the person is an Actor:
```cypher
MATCH (m:Movie {name: ""Lord of the Flies""})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```",{'Peter Brook'}
252,who is the manager of [Dust],"The provided natural language query is incorrect as it mentions a ""manager"" which is not a part of the database schema provided. The schema includes 'Movie', 'Director', 'Writer', 'Actor', 'Year', 'Language', 'Tag', 'Genre', 'Votes', 'Rating' entities. Please provide a valid query.",{'Milcho Manchevski'}
253,The [Incident at Loch Ness] film was led by whom,"""MATCH (m:Movie {name: 'Incident at Loch Ness'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Zak Penn'}
254,Which person headed [Design for Scandal],"It's not clear from the query what ""headed"" refers to. It could be the director, writer or starring actor. Please provide more specific information.",{'Norman Taurog'}
255,[The Truman Show] film was led by whom,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'The Truman Show' RETURN d.name""",{'Peter Weir'}
256,[Udaan],"""MATCH (m:Movie {name: 'Udaan'}) RETURN m""",{'Vikramaditya Motwane'}
257,the [The Scenesters] film was led by whom,"""MATCH (m:Movie {name: 'The Scenesters'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Todd Berger'}
258,who directed the [Love Streams] film,"```
MATCH (m:Movie {name: ""Love Streams""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'John Cassavetes'}
259,who is the manager of [Marlowe],"The given natural language query cannot be transformed into a Cypher query because the database schema provided does not have a 'Manager' entity or a relationship that could represent a 'manager' concept. The database schema revolves around movies and their properties, and does not include information about a 'manager' of any sort. Please provide a valid query related to the provided database schema.",{'Paul Bogart'}
260,which is the Director of [Gorilla at Large],"""MATCH (m:Movie {name: 'Gorilla at Large'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Harmon Jones'}
261,Which person headed [Trick],"The natural language query is not specific enough. The term ""headed"" could imply director, writer, or main actor. Please specify the role (Director, Writer, Actor) of the person who headed the movie ""Trick"".",{'Jim Fall'}
262,the film [Our Fathers] was led by whom,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Our Fathers' RETURN d.name""",{'Dan Curtis'}
263,the [Azumi] film was directed by whom,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Azumi' RETURN d.name""",{'Ryûhei Kitamura'}
264,which led to [Salvador],"This query is ambiguous as it is not clear what type of relationship ""led to"" refers to in the database. Could you please provide more context or clarify your request?",{'Oliver Stone'}
265,who is the manager of [Milarepa],"The provided natural language query cannot be translated into a Cypher query due to insufficient information in the database schema. The term ""manager"" does not correspond to any entity or relation in the provided schema.",{'Neten Chokling'}
266,The director of [Raise the Titanic] was who was in charge ,"""MATCH (m:Movie {name: 'Raise the Titanic'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Jerry Jameson'}
267,which was [I Think I Love My Wife] led by,"""MATCH (m:Movie {name: 'I Think I Love My Wife'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Chris Rock'}
268,who was the manager of [Volcano],"The natural language query provided (""who was the manager of [Volcano]"") does not match with the given database schema and relations. There is no ""manager"" entity or relation present in the provided schema. Please provide a valid query. For example, ""Who was the director of the movie Volcano?"" or ""Who starred in the movie Volcano?"".",{'Rúnar Rúnarsson'}
269,Which person headed [Daddy Long Legs],"This query seems to be asking who directed a movie called ""Daddy Long Legs"". Although the term ""headed"" is not specific, in the context of movies, it typically refers to the director.

The Cypher query would be:

```
MATCH (m:Movie {name: ""Daddy Long Legs""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'Jean Negulesco'}
270,who is the manager of [The Ghost Ship],"The given natural language query cannot be transformed into a Cypher query based on the provided database schema. This is because the schema does not include a ""Manager"" entity or any kind of ""MANAGED_BY"" relationship. Therefore, it's not possible to determine who the manager of ""The Ghost Ship"" is. Please, make sure the query corresponds to the provided database schema.",{'Mark Robson'}
271,What is the kind of [French Twist] ,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'French Twist' RETURN g.name""",{'Comedy'}
272,what kind of gender is [All for the Winner] in,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'All for the Winner' RETURN g.name""",{'Comedy'}
273,what kind of film is [Conviction],"""MATCH (m:Movie {name: 'Conviction'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Drama'}
274,what kind of film are [Raising Helen],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Raising Helen' RETURN g.name""","{'Comedy', 'Drama'}"
275,What kind of movie is [K-11],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'K-11' RETURN g.name""",{'Drama'}
276,What is the type of [Roxie Hart],"Since the natural language query does not specify the type of entity (like Movie, Director, Writer, etc.) Roxie Hart is, and since the database can contain multiple entities with the same name, we would need to write multiple Cypher queries to determine the type of Roxie Hart. Here are the possible queries:

MATCH (m:Movie {name: 'Roxie Hart'}) RETURN 'Movie' as entity_type IF EXISTS(m)
MATCH (d:Director {name: 'Roxie Hart'}) RETURN 'Director' as entity_type IF EXISTS(d)
MATCH (w:Writer {name: 'Roxie Hart'}) RETURN 'Writer' as entity_type IF EXISTS(w)
MATCH (a:Actor {name: 'Roxie Hart'}) RETURN 'Actor' as entity_type IF EXISTS(a)
MATCH (y:Year {name: 'Roxie Hart'}) RETURN 'Year' as entity_type IF EXISTS(y)
MATCH (l:Language {name: 'Roxie Hart'}) RETURN 'Language' as entity_type IF EXISTS(l)
MATCH (t:Tag {name: 'Roxie Hart'}) RETURN 'Tag' as entity_type IF EXISTS(t)
MATCH (g:Genre {name: 'Roxie Hart'}) RETURN 'Genre' as entity_type IF EXISTS(g)
MATCH (v:Votes {name: 'Roxie Hart'}) RETURN 'Votes' as entity_type IF EXISTS(v)
MATCH (r:Rating {name: 'Roxie Hart'}) RETURN 'Rating' as entity_type IF EXISTS(r)",{'Comedy'}
277,what was the type of film [Blackjack],"```
MATCH (m:Movie {name: 'Blackjack'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```",{'Action'}
278,What was the type of [Zorba the Greek],"Since the type of ""Zorba the Greek"" is not clearly defined in the given database schema, it is assumed that the 'type' refers to the 'Genre' of the movie. 

The code in the query language Cypher is:

```
MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""Zorba the Greek"" 
RETURN g.name
```",{'Drama'}
279,What kind of film is [Sadako 3D],"```
MATCH (m:Movie {name: ""Sadako 3D""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```",{'Horror'}
280,what kind of thing [Angie] fall under,"Since the natural language query lacks context, it's impossible to write a specific Cypher query. Angie could be a movie, director, writer, actor, etc., and the database schema doesn't offer an attribute to specify what kind of thing an entity is. Therefore, we cannot provide a specific Cypher query for this. Please provide more information.","{'Comedy', 'Drama'}"
281,What is the type of [Sunshine],"MATCH (m:Movie {name: ""Sunshine""}) RETURN labels(m)",{'Thriller'}
282,what is the type of [The Son of Kong],MATCH (m:Movie {name: 'The Son of Kong'}) RETURN labels(m),{'Adventure'}
283,what is the type of [Wings],"MATCH (m:Movie {name: ""Wings""}) RETURN labels(m)",{'War'}
284,what kind of film is [Bolivia],"```cypher
MATCH (m:Movie {name: ""Bolivia""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```",{'Drama'}
285,What is the kind of [Clambake] ,"""MATCH (m:Movie {name: 'Clambake'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Musical'}
286,what kind of movie is [The Stepfather],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'The Stepfather' RETURN g.name""","{'Thriller', 'Horror'}"
287,that was the type of [Leif],"Sorry, but your query is not clear. Could you please specify what ""Leif"" refers to and what type of information you are looking for?",{'Comedy'}
288,What is the nature of [Lucas],MATCH (n) WHERE n.name = 'Lucas' RETURN labels(n),{'Comedy'}
289,which is the type of [Johnny Skidmarks],MATCH (n) WHERE n.name = 'Johnny Skidmarks' RETURN labels(n),{'Mystery'}
290,what kind of film are [Daddy-Long-Legs],"""MATCH (m:Movie {name: 'Daddy-Long-Legs'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""","{'Comedy', 'Drama'}"
291,what was the type of film [Providence],"""MATCH (m:Movie {name: 'Providence'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Drama'}
292,what kind of movie is [G],"""MATCH (m:Movie {name: 'G'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Drama'}
293,what kind of genus is [Show Boat] in,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Show Boat' RETURN g.name""","{'Musical', 'Drama'}"
294,what is the genre of the movie [A Letter to Elia],"```
MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""A Letter to Elia"" RETURN g.name
```",{'Documentary'}
295,which type of film is [Crackerjack],"""MATCH (m:Movie {name: 'Crackerjack'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Comedy'}
296,which is the kind of [The Searchers],"""MATCH (m:Movie {name: 'The Searchers'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Western'}
297,What is the type of [Odd Thomas],"Since the type of ""[Odd Thomas]"" is not specified in the natural language query, it is assumed that ""[Odd Thomas]"" is a movie. Therefore, the query should return the genre of the movie ""[Odd Thomas]"".

The Cypher query would be:

```
MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""Odd Thomas"" 
RETURN g.name
```","{'Thriller', 'Mystery'}"
298,What was the type of [Jam],MATCH (n) WHERE n.name = 'Jam' RETURN labels(n),{'Drama'}
299,what was the genre the film [Jason's Lyric],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Jason\'s Lyric' RETURN g.name""",{'Drama'}
300,what is the genre for the film [P2],"```
MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""P2""
RETURN g.name
```",{'Thriller'}
301,What kind of gender is [House of Usher] in,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'House of Usher' RETURN g.name""",{'Horror'}
302,what kind of movie is [Bridge to the Sun],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Bridge to the Sun' RETURN g.name""",{'War'}
303,which type of film is [Get Carter],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Get Carter' RETURN g.name""","{'Thriller', 'Crime'}"
304,what is the genre for the [Casey Jones] film,"""MATCH (m:Movie {name: 'Casey Jones'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Short'}
305,what was the genre the film [Love Meetings],"```cypher
MATCH (m:Movie {name: ""Love Meetings""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```",{'Documentary'}
306,what was the genre film [Lo],"""MATCH (m:Movie {name: 'Lo'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""","{'Comedy', 'Horror'}"
307,What kind of [Adult World] fall under,"""MATCH (m:Movie {name: 'Adult World'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Comedy'}
308,what type of film is [Fuzz],"""MATCH (m:Movie {name: 'Fuzz'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""","{'Action', 'Comedy'}"
309,that was the kind of [4],"Your natural language query is not clear enough to be translated into Cypher query language. Please provide more details like the specific entities, attributes, or relationships you're interested in.",{'Drama'}
310,what kind of thing [Carmen] fall under,"The given query is vague and doesn't specify what 'Carmen' refers to. Assuming 'Carmen' is a movie, the query would be:

```
MATCH (m:Movie {name: 'Carmen'})-[:DIRECTED_BY|:WRITTEN_BY|:STARRED_ACTORS|:RELEASE_YEAR|:IN_LANGUAGE|:HAS_TAGS|:HAS_GENRE|:HAS_IMDB_VOTES|:HAS_IMDB_RATING]->(entity)
RETURN entity.name
```

This will return all entities related to the movie 'Carmen'. If 'Carmen' refers to a different entity, such as a director or actor, the query would need to be adjusted accordingly.",{'Drama'}
311,what type of film is ['Neath the Arizona Skies],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Neath the Arizona Skies' RETURN g.name""",{'Western'}
312,what kind of film are [Tamara Drewe],"""MATCH (m:Movie {name: 'Tamara Drewe'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Comedy'}
313,What kind of [The V.I.P.s] fall under,"""MATCH (m:Movie {name: 'The V.I.P.s'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Drama'}
314,what kind of gender is [Hit and Run] in,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Hit and Run' RETURN g.name""","{'Action', 'Comedy'}"
315,what was the type of [Hallam Foe],MATCH (m:Movie {name: 'Hallam Foe'}) RETURN labels(m),{'Drama'}
316,What type of film [Fear X],"""MATCH (m:Movie {name: 'Fear X'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""",{'Thriller'}
317,What is the type of [Pressed],"MATCH (n) WHERE n.name = ""Pressed"" RETURN labels(n)","{'Crime', 'Drama'}"
318,What is the kind of [The Boob] ,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'The Boob' RETURN g.name""",{'Comedy'}
319,which kind of gender is [As Cool as I Am] in,"""MATCH (m:Movie {name: 'As Cool as I Am'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""","{'Comedy', 'Drama'}"
320,which is the type of [An Average Little Man],"MATCH (m:Movie {name: ""An Average Little Man""}) RETURN labels(m)",{'Drama'}
321,what type of film is [Ernest Goes to School],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Ernest Goes to School' RETURN g.name""",{'Comedy'}
322,which kind of genus is [Motherhood] in,"""MATCH (m:Movie {name: 'Motherhood'})-[:HAS_GENRE]->(g:Genre) RETURN g.name""","{'Comedy', 'Drama'}"
323,what is the genre of the film [Scar],"```cypher
MATCH (m:Movie {name: 'Scar'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```","{'Thriller', 'Crime', 'Horror'}"
324,what is the type of [Vicky Cristina Barcelona],"MATCH (m:Movie {name: ""Vicky Cristina Barcelona""}) RETURN labels(m)",{'Drama'}
325,which is the kind of [Boy Meets Girl],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Boy Meets Girl' RETURN g.name""","{'Romance', 'Drama'}"
326,Which type of film is [Needing You...],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Needing You...' RETURN g.name""",{'Comedy'}
327,what kind of film are [One 2 Ka 4],"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'One 2 Ka 4' RETURN g.name""","{'Action', 'Drama'}"
328,What is the kind of [Deuces Wild] ,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Deuces Wild' RETURN g.name""","{'Crime', 'Drama'}"
329,what was the genre of the film [Milk Money],"```cypher
MATCH (m:Movie {name: 'Milk Money'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```",{'Comedy'}
330,What is the type of [Lockout],MATCH (m:Movie {name: 'Lockout'}) RETURN labels(m),{'Action'}
331,What is the kind for [Dakota],"Your query is not clear. The term ""kind"" is not defined in the provided schema. Please provide further information or clarify your request.",{'Western'}
332,What is the type of [Trois],MATCH (n {name: 'Trois'}) RETURN labels(n),{'Thriller'}
333,which language is [Zatoichi the Outlaw] in the,"""MATCH (m:Movie {name: 'Zatoichi the Outlaw'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'Japanese'}
334,Language used in [Joker],"""MATCH (m:Movie {name: 'Joker'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'Hindi'}
335,what language is [Two Mules for Sister Sara] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Two Mules for Sister Sara' RETURN l.name""",{'French'}
336,Which is the main language of [The Sucker],"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'The Sucker' RETURN l.name""",{'French'}
337,Who is the main language of [Planet of the Apes],"""MATCH (m:Movie {name: 'Planet of the Apes'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'English'}
338,which language is [Les Cousins] in the,"""MATCH (m:Movie {name: 'Les Cousins'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'French'}
339,what language is [Ararat] in the,"""MATCH (m:Movie {name: 'Ararat'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""","{'Armenian', 'French'}"
340,which language is [Love Me If You Dare] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Love Me If You Dare' RETURN l.name""",{'French'}
341,Who is the main language of [Mad City],"""MATCH (m:Movie {name: 'Mad City'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'English'}
342,what language spoken in the film [Hunting and Gathering],"""MATCH (m:Movie {name: 'Hunting and Gathering'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'French'}
343,which is the primary language in the film [Time to Leave],"""MATCH (m:Movie {name: 'Time to Leave'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'French'}
344,which is the principal language of [Lord of Tears],"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Lord of Tears' RETURN l.name""",{'English'}
345,Which language is [Private Confessions] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Private Confessions' RETURN l.name""",{'Swedish'}
346,Which is the main language of [Aamir],"""MATCH (m:Movie {name: 'Aamir'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'Hindi'}
347,which language is [The Chorus] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'The Chorus' RETURN l.name""",{'French'}
348,Which language is [GoldenEye] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'GoldenEye' RETURN l.name""",{'Spanish'}
349,Which language is [Yesterday] in the,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Yesterday' RETURN l.name""",{'Zulu'}
350,What is the spoken language of [The Hunchback of Notre Dame],"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'The Hunchback of Notre Dame' RETURN l.name""",{'English'}
351,the language is the film [Hamlet] in,"""MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) WHERE m.name = 'Hamlet' RETURN l.name""",{'Russian'}
352,which language is the [Hour of the Wolf] film in,"```
MATCH (m:Movie)-[:IN_LANGUAGE]->(l:Language) 
WHERE m.name = ""Hour of the Wolf"" 
RETURN l.name
```",{'Swedish'}
353,Which language is [Pornorama] in the,"""MATCH (m:Movie {name: 'Pornorama'})-[:IN_LANGUAGE]->(l:Language) RETURN l.name""",{'German'}
354,What subjects is the film [Burden of Dreams] on,"""MATCH (m:Movie {name: 'Burden of Dreams'})-[:HAS_TAGS]->(t:Tag) RETURN t.name""","{'3', 'werner herzog', 'jungle', 'south america', 'bd-r'}"
355,which words describes [Holiday Inn],"""MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE m.name = 'Holiday Inn' RETURN t.name""","{'christmas', 'holiday', 'mark sandrich', 'bing crosby', 'fred astaire'}"
356,what words describe [Mystery Street],"""MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE m.name = 'Mystery Street' RETURN t.name""","{'bd-r', 'john sturges'}"
