,query,target_query,generated_query
3322,What kind of movie is [Sylvia Scarlett],Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Sylvia Scarlett"" RETURN g.name"
3323,which is the genre of the film [Detention of the Dead],Comedy|Horror,"MATCH (m:Movie {name: ""Detention of the Dead""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3324,what is the genre of film [Trishna],Drama,"MATCH (m:Movie {name: 'Trishna'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3325,Which type of film is [One Night Stand],Drama,"MATCH (m:Movie {name: 'One Night Stand'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3326,what is the genre of film [Chloe],Thriller,"MATCH (m:Movie {name: ""Chloe""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3327,What is the kind for [Seven Ways from Sundown],Western,"MATCH (m:Movie {name: ""Seven Ways from Sundown""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3328,"What type of film is [For a Good Time, Call...]",Comedy,"MATCH (m:Movie {name: ""For a Good Time, Call...""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3329,what kind of film is [Bonneville],Drama|Comedy,MATCH (m:Movie {name: 'Bonneville'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3330,What sort of film is [Xanadu],Fantasy|Musical,MATCH (m:Movie {name:'Xanadu'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3331,which kind of film is [The Titfield Thunderbolt],Comedy,"MATCH (m:Movie {name: ""The Titfield Thunderbolt""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3332,what is the genre of the film [White Mischief],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""White Mischief"" RETURN g.name"
3333,What kind of film is [Hard Core Logo],Music,"MATCH (m:Movie{name:""Hard Core Logo""})-[:HAS_GENRE]->(g:Genre) 
RETURN g.name"
3334,which kind of film is [The Conrad Boys],Drama,"MATCH (m:Movie {name: ""The Conrad Boys""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3335,what was the kind of film [The Return of Doctor X],Horror,"MATCH (m:Movie {name: ""The Return of Doctor X""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3336,What kind of film is [The Devil Came on Horseback],Documentary,"MATCH (m:Movie {name: 'The Devil Came on Horseback'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3337,what kind of film are [Nightmare],Horror,"MATCH (m:Movie {name: ""Nightmare""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3338,what kind of film are [The Lion in Winter],Drama,"MATCH (m:Movie {name: ""The Lion in Winter""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3339,What was the kind of [The Name of the Rose],Mystery,"MATCH (m:Movie {name: ""The Name of the Rose""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3340,what was the genre of film [Children of the Night],Horror,"MATCH (m:Movie {name:""Children of the Night""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3341,which is the genre for the film [In This Our Life],Drama,"MATCH (m:Movie {name: ""In This Our Life""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3342,what is the type of film [Short Cuts],Drama|Comedy,"MATCH (m:Movie {name: ""Short Cuts""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3343,what is the genre film [The Seventh Victim],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Seventh Victim"" RETURN g.name"
3344,what was the type of [The Cry of the Owl],Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Cry of the Owl"" RETURN g.name"
3345,What was the nature of the film [Divine Secrets of the Ya-Ya Sisterhood],Drama,"MATCH (m:Movie {name: ""Divine Secrets of the Ya-Ya Sisterhood""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3346,what kind of film is [Dare],Drama,"MATCH (m:Movie {name: ""Dare""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3347,what is the nature of [The Death of Mr. Lazarescu],Comedy,"MATCH (m:Movie {name: ""The Death of Mr. Lazarescu""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3348,What was the genre of the movie [Angel Face],Drama,"MATCH (m:Movie {name: ""Angel Face""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3349,What is the genre for [Aria] ,Music,"MATCH (m:Movie {name: 'Aria'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3350,what kind of film is [The Iron Lady],Drama,"MATCH (m:Movie {name: ""The Iron Lady""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3351,What kind of film is [The Hitman],Action|Crime,"MATCH (m:Movie {name: ""The Hitman""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3352,which kind of film is [The Dark Half],Horror,"MATCH (m:Movie {name: ""The Dark Half""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3353,what kind of film is [The Cotton Club],Drama|Crime,"MATCH (m:Movie {name: ""The Cotton Club""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3354,which kind of gender is [Liberty Heights] in,Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Liberty Heights"" RETURN g.name"
3355,what kind of movie is [The Girl of the Golden West],Western|Musical,"MATCH (m:Movie {name: 'The Girl of the Golden West'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3356,which is the genre of the film [Robin and Marian],Adventure,"MATCH (m:Movie {name: ""Robin and Marian""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3357,What is the type of [Big Night],Drama,"MATCH (m:Movie {name: ""Big Night""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3358,What is the kind of [M. Butterfly],Drama,"MATCH (m:Movie{name:""M. Butterfly""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3359,What kind of film is [Hit Man],Crime,"MATCH (m:Movie {name: ""Hit Man""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3360,what type of film are [Front of the Class],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Front of the Class"" RETURN g.name"
3361,what was the kind of film [A History of Violence],Thriller|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""A History of Violence""
RETURN g.name"
3362,What type of film is [The Descent],Horror,"MATCH (m:Movie {name: ""The Descent""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3363,What is the nature of the film [Little Big Soldier],Comedy|Action,"MATCH (m:Movie {name: ""Little Big Soldier""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3364,what was the type of film [A Cinderella Story],Comedy,"MATCH (m:Movie {name: ""A Cinderella Story""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3365,Which type of film is [Free Money],Comedy,"MATCH (m:Movie {name:""Free Money""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3366,what was the genre of the film [Lone Survivor],Drama|Action,"MATCH (m:Movie{name:""Lone Survivor""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3367,What was the genre of the movie [Kin-dza-dza!],Comedy,"MATCH (m:Movie {name: ""Kin-dza-dza!""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3368,Which type of film is [The Pink Panther],Comedy,"MATCH (m:Movie {name: 'The Pink Panther'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3369,What kind of film is [Uninvited Guest],Thriller,"MATCH (m:Movie {name: 'Uninvited Guest'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3370,What kind of film is [The Barefoot Contessa],Drama,"MATCH (m:Movie {name: ""The Barefoot Contessa""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3371,what type of film is [The Scenesters],Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Scenesters"" RETURN g.name"
3372,what is the genre of film [Morvern Callar],Drama,"MATCH (m:Movie {name: ""Morvern Callar""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3373,what kind of thing makes [Let the Bullets Fly] fall under the scope of,Comedy|Action,"MATCH (m:Movie {name: ""Let the Bullets Fly""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3374,what kind of film are [The Tempest],Comedy|Fantasy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""The Tempest"" 
RETURN g.name"
3375,what is the genre film [The Man They Could Not Hang],Horror,"MATCH (m:Movie {name: ""The Man They Could Not Hang""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3376,What is the genre for [The Avengers],Action,"MATCH (m:Movie {name: 'The Avengers'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3377,what kind of thing makes [I Love Sarah Jane] fall under,Horror|Short,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""I Love Sarah Jane"" RETURN g.name"
3378,What kind of film is [Love and Death],Comedy,"MATCH (m:Movie {name: ""Love and Death""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3379,what is the genre of film [Arbitrage],Drama,"MATCH (m:Movie {name: ""Arbitrage""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3380,what was the type of [The Tillman Story],Documentary,"MATCH (m:Movie {name: ""The Tillman Story""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3381,what is the genre of film [All the Boys Love Mandy Lane],Horror,"MATCH (m:Movie {name: 'All the Boys Love Mandy Lane'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3382,which type of film is [Dead Men Walk],Horror,"MATCH (m:Movie {name: ""Dead Men Walk""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3383,which is the genre of the film [Beyond the Hills],Drama,"MATCH (m:Movie {name: ""Beyond the Hills""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3384,Which kind of film is [Raise Your Voice],Music,"MATCH (m:Movie {name: ""Raise Your Voice""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3385,what was the genre the film [Wolves],Documentary|Short,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Wolves"" RETURN g.name"
3386,what type of film are [Dark Horse],Drama|Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Dark Horse"" RETURN g.name"
3387,what was the genre of the movie [Jane Eyre],Drama,"MATCH (m:Movie {name: ""Jane Eyre""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3388,what kind of film is [The Undefeated],Western,"MATCH (m:Movie {name: 'The Undefeated'})-[r:HAS_GENRE]->(g:Genre)
RETURN g.name"
3389,what kind of film are [Road to Bali],Comedy,"MATCH (m:Movie {name: ""Road to Bali""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3390,what kind of [Bad Words] fall under,Comedy,"MATCH (m:Movie {name: 'Bad Words'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3391,Which is the genre for film [While She Was Out],Thriller,"MATCH (m:Movie {name: ""While She Was Out""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3392,What kind of film is [In the Mouth of Madness],Horror,"MATCH (m:Movie {name: ""In the Mouth of Madness""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3393,what was the genre of film [30 Beats],Comedy|Romance,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = '30 Beats' 
RETURN g.name"
3394,what type of film are [Jezebel],Drama,"MATCH (m:Movie {name: ""Jezebel""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3395,What kind of movie is [The Ghost and Mrs. Muir],Fantasy,"MATCH (m:Movie{name:'The Ghost and Mrs. Muir'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3396,What kind of film is [The Shout],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""The Shout""
RETURN g.name"
3397,What kind of film is [King Kong],Adventure|Fantasy,"MATCH (m:Movie {name: 'King Kong'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3398,which was the genre of the film [The World Before Her],Documentary,"MATCH (m:Movie {name: ""The World Before Her""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3399,What is the genre for [Ponterosa] film,Comedy,MATCH (m:Movie {name: 'Ponterosa'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3400,which was the genre of the film [Tigerland],Drama|War,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Tigerland"" RETURN g.name"
3401,What kind of movie is [Beauty and the Beast],Fantasy|Animation,"MATCH (m:Movie{name:""Beauty and the Beast""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3402,What kind of film is [The Blacksmith],Comedy|Short,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""The Blacksmith"" 
RETURN g.name"
3403,what is the kind of film [Bullhead],Drama,"MATCH (m:Movie{name:""Bullhead""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3404,what is the nature of [High Noon],Western,"MATCH (m:Movie {name: ""High Noon""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3405,what kind of movie is [True Story],Drama,"MATCH (m:Movie {name: ""True Story""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3406,what was the genre of film [A Bunch of Amateurs],Comedy,"MATCH (m:Movie {name: ""A Bunch of Amateurs""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3407,which kind of film is [Paper Planes],Family,"MATCH (m:Movie{name:'Paper Planes'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3408,what kind of movie is [The Players Club],Drama|Comedy,MATCH (m:Movie {name: 'The Players Club'})-[r:HAS_GENRE]->(g:Genre) RETURN g.name
3409,What is the nature of the film [Little Secrets],Drama|Comedy,MATCH (m:Movie {name: 'Little Secrets'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3410,which kind of gender is [Trail of the Pink Panther] in,Comedy,"MATCH (m:Movie {name: ""Trail of the Pink Panther""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3411,what is the genre of the film [Wild Card],Drama|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Wild Card"" RETURN g.name"
3412,what kind of movie is [Assassination of a High School President],Comedy,"MATCH (m:Movie {name: ""Assassination of a High School President""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3413,what kind of thing makes [A Little Romance] fall under,Comedy|Romance,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""A Little Romance"" RETURN g.name"
3414,which is the genre of the film [One of Our Dinosaurs Is Missing],Comedy,"MATCH (m:Movie {name: ""One of Our Dinosaurs Is Missing""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3415,What is the genre of the film [Final Analysis],Drama|Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Final Analysis"" RETURN g.name"
3416,what kind of movie is [Elite Squad],Crime,"MATCH (m:Movie {name: ""Elite Squad""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3417,what is the type of film [The Devil Is a Woman],Romance,"MATCH (m:Movie {name: ""The Devil Is a Woman""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3418,What kind of movie is [Sex Drive],Comedy,"MATCH (m:Movie {name: ""Sex Drive""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3419,what was the genre of the film [The Sea Gull],Drama,"MATCH (m:Movie {name: 'The Sea Gull'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3420,what kind of movie is [Mask],Drama,"MATCH (m:Movie {name: ""Mask""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3421,what was the genre of film [The Love Guru],Comedy,"MATCH (m:Movie {name: 'The Love Guru'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3422,which kind of film is [Secret of the Wings],Fantasy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Secret of the Wings"" RETURN g.name"
3423,what kind of film are [Caught Inside],Thriller,"MATCH (m:Movie {name: ""Caught Inside""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3424,what kind of film is [Saturday Night Fever],Music,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Saturday Night Fever"" RETURN g.name"
3425,What kind of film [Below],Horror,"MATCH (m:Movie {name: ""Below""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3426,Which type of film is [Plastic Bag],Short,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Plastic Bag"" RETURN g.name"
3427,What is the kind of [The Flower in His Mouth],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Flower in His Mouth"" RETURN g.name"
3428,what is the genre for the film [Charlotte Gray],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = 'Charlotte Gray' 
RETURN g.name"
3429,what was the type of [The Skin I Live In],Thriller,"MATCH (m:Movie {name: ""The Skin I Live In""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3430,what is the genre of film [Scrooged],Comedy,"MATCH (m:Movie {name: ""Scrooged""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3431,which kind of film is [The Last Blitzkrieg],War,"MATCH (m:Movie {name: ""The Last Blitzkrieg""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3432,What was the genre of the film [Analyze This],Comedy,"MATCH (m:Movie {name: ""Analyze This""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3433,what was the kind of [Closer] ,Drama,"MATCH (m:Movie {name: 'Closer'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3434,What was the genre of film [Grass],History|Documentary,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Grass"" RETURN g.name"
3435,what kind of film is [The Ghost and the Darkness],Adventure,"MATCH (m:Movie {name: ""The Ghost and the Darkness""})-[:HAS_GENRE]->(g:Genre) 
RETURN g.name"
3436,what is kind of [Rendez-vous],Drama,"MATCH (m:Movie {name: 'Rendez-vous'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3437,what is the kind of film [Inglourious Basterds],War,"MATCH (m:Movie {name: 'Inglourious Basterds'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3438,which is the type of [Ball of Fire],Comedy,"MATCH (m:Movie {name: ""Ball of Fire""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3439,which kind of film is [Dead Heat on a Merry-Go-Round],Crime,"MATCH (m:Movie {name: ""Dead Heat on a Merry-Go-Round""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3440,what is the genre for the movie [Pina],Documentary,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""Pina"" 
RETURN g.name"
3441,what was the kind of [The Good Lie],Drama,"MATCH (m:Movie {name: ""The Good Lie""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3442,what kind of film is [Disclosure],Thriller,"MATCH (m:Movie {name: ""Disclosure""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3443,what was the genre of the film [The Treasure Hunter],Action,"MATCH (m:Movie {name: ""The Treasure Hunter""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3444,that is the genre of the film [Banana Joe],Comedy,"MATCH (m:Movie {name: ""Banana Joe""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3445,What is the type of [Stag Night],Horror,"MATCH (m:Movie {name: ""Stag Night""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3446,what kind of film are [Zombie Honeymoon],Romance|Horror,"MATCH (m:Movie {name: ""Zombie Honeymoon""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3447,What is the kind of [The Loyal 47 Ronin] ,Drama,"MATCH (m:Movie {name: ""The Loyal 47 Ronin""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3448,what was the genre of film [Cool as Ice],Romance|Music,"MATCH (m:Movie {name: ""Cool as Ice""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3449,what type of film are [Stockholm East],Drama,"MATCH (m:Movie {name: ""Stockholm East""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3450,what is the type of film [Child of God],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Child of God"" RETURN g.name"
3451,which kind of film is [Because of Winn-Dixie],Family,"MATCH (m:Movie {name: ""Because of Winn-Dixie""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3452,What was the genre of the movie [The Olsen Gang on the Track],Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Olsen Gang on the Track"" RETURN g.name"
3453,what was the kind of film [Taste the Blood of Dracula],Horror,"MATCH (m:Movie {name: ""Taste the Blood of Dracula""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3454,What is the kind of film [Hackers],Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Hackers""
RETURN g.name"
3455,what is the genre of the film [Stealing Rembrandt],Comedy|Action,"MATCH (m:Movie {name:""Stealing Rembrandt""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3456,What is the nature of [The Ladykillers],Comedy|Thriller,"MATCH (m:Movie {name: ""The Ladykillers""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3457,"what was the kind of film [Follow Me, Boys!]",Family,"MATCH (m:Movie {name: ""Follow Me, Boys!""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3458,what is the genre of the film [Troll],Fantasy,"MATCH (m:Movie {name: 'Troll'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3459,which kind of genus is [Tootsie] in,Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Tootsie"" RETURN g.name"
3460,which type of film is [Taxi Blues],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Taxi Blues"" RETURN g.name"
3461,what was the type of [The City of Lost Children],Fantasy,"MATCH (m:Movie {name: ""The City of Lost Children""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3462,what was the genre of the film [Psychosis],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Psychosis"" RETURN g.name"
3463,which kind of film is [Closer to the Moon],Drama|Comedy,"MATCH (m:Movie {name: ""Closer to the Moon""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3464,Which kind of film is [The Cookout],Comedy,"MATCH (m:Movie {name: ""The Cookout""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3465,what kind of film is [Beneath Hill 60],War,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Beneath Hill 60"" RETURN g.name"
3466,What kind of film is [Carmen Comes Home],Comedy,"MATCH (m:Movie {name: ""Carmen Comes Home""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3467,Which type of film is [The Barkleys of Broadway],Musical,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Barkleys of Broadway"" RETURN g.name"
3468,What is the genre for [Pumping Iron] film,Documentary,"MATCH (m:Movie {name: 'Pumping Iron'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3469,What is the genre for film [Gimme the Loot],Comedy,"MATCH (m:Movie {name: ""Gimme the Loot""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3470,Which type of film is [Sweet and Lowdown],Drama|Comedy,"MATCH (m:Movie {name: ""Sweet and Lowdown""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3471,what kind of movie are [All Is Bright],Drama|Comedy,"MATCH (m:Movie {name: ""All Is Bright""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3472,what kind of film is [Forgetting Sarah Marshall],Drama|Comedy,"MATCH (m:Movie {name: ""Forgetting Sarah Marshall""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3473,what kind of movie are [The Hudsucker Proxy],Comedy,MATCH (m:Movie {name: 'The Hudsucker Proxy'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3474,what was the type of film [Digging to China],Drama,MATCH (m:Movie {name: 'Digging to China'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
3475,what type of film are [Walking Tall],Action,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Walking Tall"" RETURN g.name"
3476,which kind of genre is [C.O.G.] in,Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""C.O.G."" RETURN g.name"
3477,what is the type of [The German Doctor],Drama,"MATCH (m:Movie {name: ""The German Doctor""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3478,what was kind of [Born to Be Wild],Documentary|Short,"MATCH (m:Movie {name: ""Born to Be Wild""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
3479,what is the genre for [A High Wind in Jamaica] film,Drama,"MATCH (m:Movie {name: 'A High Wind in Jamaica'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3480,what was the genre the film [Private Confessions],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""Private Confessions"" 
RETURN g.name"
3481,What kind of movie is [The Citizen],Drama,"MATCH (m:Movie {name: 'The Citizen'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3482,what is the sort of [Little Miss Marker],Drama|Comedy,"MATCH (m:Movie {name: ""Little Miss Marker""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3483,which kind of film is [The Last Kiss],Drama|Comedy,"MATCH (m:Movie {name: ""The Last Kiss""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3484,what kind of movie is [Transamerica],Drama|Comedy,"MATCH (m:Movie {name: ""Transamerica""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3485,what is the type of film [Lullaby],Drama,"MATCH (m:Movie {name: ""Lullaby""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3486,Which kind of film is [Watch the Birdie],Comedy,"MATCH (m:Movie {name: ""Watch the Birdie""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3487,what kind of movie is [Marjorie Morningstar],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Marjorie Morningstar"" RETURN g.name"
3488,what was the kind of film [Safe Conduct],Drama,"MATCH (m:Movie {name: ""Safe Conduct""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3489,which kind of film is [The Missing Picture],Documentary,"MATCH (m:Movie{name: ""The Missing Picture""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3490,what kind of movie is [The Freshman],Comedy|Crime,"MATCH (m:Movie {name: 'The Freshman'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3491,what is the genre film [Young People],Drama,"MATCH (m:Movie {name: ""Young People""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3492,What was the genre of the film [The Best Man],Drama|Comedy,"MATCH (m:Movie {name: ""The Best Man""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3493,which kind of film is [How Much Do You Love Me?],Comedy,"MATCH (m:Movie {name: ""How Much Do You Love Me?""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
3494,which type of film is [This Film Is Not Yet Rated],Documentary,"MATCH (m:Movie {name: ""This Film Is Not Yet Rated""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
