,query,target_query,generated_query
4782,What is the genre for [Carancho],Crime,"MATCH (m:Movie {name: ""Carancho""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4783,what kind of fact is [Autumn Leaves] to fall under,Drama,"MATCH (m:Movie {name: 'Autumn Leaves'})-[r]->(x) RETURN type(r), x.name"
4784,What kind of film is [Alibi],Crime,"MATCH (m:Movie {name: ""Alibi""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4785,what type of film is [Expect No Mercy],Action,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Expect No Mercy"" RETURN g.name"
4786,what &apos;s the genre for the film [Speed Racer],Action|Family,"MATCH (m:Movie {name: 'Speed Racer'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4787,which kind of gender is [Subway] in,Drama|Comedy,"MATCH (m:Movie {name: ""Subway""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4788,what is the genre for the movie [The Infidel],Comedy,"MATCH (m:Movie {name: ""The Infidel""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4789,which kind of film is [The Frozen North],Comedy|Short,"MATCH (m:Movie {name: ""The Frozen North""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4790,What kind of [Grotesque] fall under,Horror,MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) WHERE t.name = 'Grotesque' RETURN m.name
4791,what type of film is [Wichita],Western,"MATCH (m:Movie {name: ""Wichita""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4792,What was the genre of the film [Mobsters],Drama|Crime,"MATCH (m:Movie {name: ""Mobsters""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4793,Which type of film is [And Then There Were None],Mystery,"MATCH (m:Movie {name: ""And Then There Were None""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4794,Which type of film is [Children of the Revolution],Comedy,"MATCH (m:Movie {name: ""Children of the Revolution""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4795,What kind of film [Fast Food Nation],Drama,"MATCH (m:Movie {name: ""Fast Food Nation""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4796,what kind of film is [Bringing Up Baby],Comedy,"MATCH (m:Movie {name: ""Bringing Up Baby""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4797,Which is the genre for the film [The Redhead from Wyoming],Western,"MATCH (m:Movie {name: ""The Redhead from Wyoming""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4798,What is the genre for the film [Island in the Sun],Drama|Romance,"MATCH (m:Movie {name: ""Island in the Sun""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4799,what kind of movie is [All Over the Guy],Comedy,"MATCH (m:Movie {name: ""All Over the Guy""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4800,what was the genre of film [Lady in a Cage],Thriller,"MATCH (m:Movie {name: ""Lady in a Cage""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4801,What was the type of [Game Change],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Game Change"" RETURN g.name"
4802,what type of film are [Herbie Rides Again],Comedy,"MATCH (m:Movie {name: ""Herbie Rides Again""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4803,which is the kind of [The Hot Chick],Comedy,"MATCH (m:Movie {name: ""The Hot Chick""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4804,Which type of film is [Forces of Nature],Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Forces of Nature"" RETURN g.name"
4805,what kind of fact is [Gaslight] to fall under,Mystery,"MATCH (m:Movie {name: ""Gaslight""})-[r]->(n) RETURN type(r), n.name"
4806,what is the kind of film [King Corn],Documentary,"MATCH (m:Movie {name: ""King Corn""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4807,What kind of film [Stanley Kubrick's Boxes],Biography|Documentary,MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Stanley Kubrick\'s Boxes' RETURN g.name
4808,What type of film is [Brotherhood],Thriller,"MATCH (m:Movie {name: ""Brotherhood""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4809,what is the type of [Vicky Cristina Barcelona],Drama,"MATCH (m:Movie {name: ""Vicky Cristina Barcelona""}) RETURN labels(m)"
4810,What is the kind of [Peaceful Warrior] ,Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Peaceful Warrior"" RETURN g.name"
4811,what was the kind of film [976-EVIL],Horror,"MATCH (m:Movie {name: ""976-EVIL""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4812,what type of film is [The Order],Mystery,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Order"" RETURN g.name"
4813,What is the nature of [The Climax],Horror,"MATCH (m:Movie {name: ""The Climax""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4814,which kind of genus is [Wild Animals] in,Drama|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Wild Animals"" RETURN g.name"
4815,Which type of film is [The Crimson Rivers],Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Crimson Rivers"" RETURN g.name"
4816,What is the genre for the film [Fantastic Mr. Fox],Comedy,"MATCH (m:Movie {name: ""Fantastic Mr. Fox""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4817,what was the genre the film [Piranha],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Piranha""
RETURN g.name"
4818,what kind of film are [A Single Shot],Drama|Thriller|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""A Single Shot"" RETURN g.name"
4819,What kind of gender is [The Wayward Bus] in,Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""The Wayward Bus"" 
RETURN g.name"
4820,which was the genre of the film [Swing Vote],Drama|Comedy,"MATCH (m:Movie {name: ""Swing Vote""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4821,Which type of film is [The Winning of Barbara Worth],Western,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""The Winning of Barbara Worth""
RETURN g.name"
4822,What is the kind for [Welcome to New York],Drama,"MATCH (m:Movie {name: ""Welcome to New York""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4823,what type of film is [The Mummy Returns],Adventure,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Mummy Returns"" RETURN g.name"
4824,that is the genre of the film [Jack Reacher],Thriller,"MATCH (m:Movie {name: ""Jack Reacher""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4825,What type of film is [Opportunity Knocks],Comedy,"MATCH (m:Movie {name: ""Opportunity Knocks""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4826,which kind of film is [Broken English],Romance,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Broken English""
RETURN g.name"
4827,What type of film is [Dolan's Cadillac],Thriller,"MATCH (m:Movie {name: ""Dolan's Cadillac""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4828,which is the type of [Drums Along the Mohawk],War,"MATCH (m:Movie {name: ""Drums Along the Mohawk""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4829,what is the genre for [Being There] film,Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Being There""
RETURN g.name"
4830,which is the genre of the film [The Great Gatsby],Drama,"MATCH (m:Movie {name: ""The Great Gatsby""})-[:HAS_GENRE]->(g:Genre) 
RETURN g.name"
4831,what type of film is [Lapland Odyssey],Comedy,"MATCH (m:Movie {name: ""Lapland Odyssey""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4832,what kind of movie is [Hostel],Horror,"MATCH (m:Movie {name: ""Hostel""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4833,which type of film is [The Phantom of the Opera],Musical,"MATCH (m:Movie {name: ""The Phantom of the Opera""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4834,"which kind of film is [Dancer, Texas Pop. 81]",Drama|Comedy,"MATCH (m:Movie {name: ""Dancer, Texas Pop. 81""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4835,What was the genre of the film [Welcome to Mooseport],Comedy,"MATCH (m:Movie {name: 'Welcome to Mooseport'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4836,which kind of film is [Forget Me Not],Horror,"MATCH (m:Movie {name: ""Forget Me Not""})-[r:HAS_GENRE]->(g:Genre)
RETURN g.name"
4837,what is the genre for [Good Neighbors] film,Drama|Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Good Neighbors"" RETURN g.name"
4838,what kind of film are [Loch Ness],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = 'Loch Ness' 
RETURN g.name"
4839,Which type of film is [Get Real],Drama,"MATCH (m:Movie {name: ""Get Real""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4840,what kind of film are [A Day in the Life],Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""A Day in the Life"" RETURN g.name"
4841,that is the kind of [The Crime of Monsieur Lange],Crime,"MATCH (m:Movie {name: ""The Crime of Monsieur Lange""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4842,what kind of film are [Pacific Rim],Action,"MATCH (m:Movie {name: ""Pacific Rim""})-[:HAS_GENRE]->(g:Genre) 
RETURN g.name"
4843,What type of film is [Some Like It Hot],Comedy,"MATCH (m:Movie {name: ""Some Like It Hot""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4844,what is the genre for the movie [Willard],Horror,"MATCH (m:Movie {name: ""Willard""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4845,what is the genre the film [The Passionate Friends],Drama,"MATCH (m:Movie{name:'The Passionate Friends'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4846,What is the type of film [Uuno Turhapuro],Comedy,"MATCH (m:Movie {name: ""Uuno Turhapuro""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4847,what was the type of film [The Cat Came Back],Animation|Short,"MATCH (m:Movie {name: ""The Cat Came Back""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4848,what kind of thing [High School] fall under,Comedy,"MATCH (m:Movie {name: ""High School""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4849,Which type of film is [The Monuments Men],War,"MATCH (m:Movie {name: ""The Monuments Men""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4850,What type of film is [The Goodbye Girl],Comedy,"MATCH (m:Movie {name: ""The Goodbye Girl""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4851,Which type of film is [The Wicker Man],Thriller|Mystery|Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Wicker Man"" RETURN g.name"
4852,What kind of film is [Party Girl],Comedy,"MATCH (m:Movie {name: ""Party Girl""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4853,what kind of fact is [Mean Girls] falling under,Comedy,"MATCH (m:Movie)-[r]-(n) WHERE m.name = ""Mean Girls"" RETURN type(r) as Fact, n.name as Entity"
4854,what kind of genus is [Eyes of Laura Mars] in,Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Eyes of Laura Mars"" RETURN g.name"
4855,which type of film is [The Nine Lives of Fritz the Cat],Comedy|Animation,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Nine Lives of Fritz the Cat"" RETURN g.name"
4856,what is the kind of [North West Mounted Police],Adventure,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""North West Mounted Police"" RETURN g.name"
4857,which kind of genre is [Circumstance] in,Drama,"MATCH (m:Movie {name: ""Circumstance""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4858,what is the type of [Fright Night],Comedy|Horror,"MATCH (m:Movie {name: ""Fright Night""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4859,Which is the genre for film [Desert Hearts],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Desert Hearts""
RETURN g.name"
4860,what was the genre film [The Queen],Drama,"MATCH (m:Movie{name: ""The Queen""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4861,What kind of gender is [Oklahoma!] in,Romance|Musical,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Oklahoma!"" RETURN g.name"
4862,What sort of film is [The Babe Ruth Story],Biography,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""The Babe Ruth Story"" 
RETURN g.name"
4863,which kind of genus is [The Patsy] in,Drama|Comedy,"MATCH (m:Movie {name: 'The Patsy'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4864,which is the kind of [Boy Meets Girl],Drama|Romance,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Boy Meets Girl' RETURN g.name"""
4865,Which type of film is [Race with the Devil],Action|Thriller|Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Race with the Devil"" RETURN g.name"
4866,what kind of film is [Little Big League],Family|Sport,"MATCH (m:Movie {name: ""Little Big League""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4867,what type of film are [Women on the Verge of a Nervous Breakdown],Drama|Comedy,"MATCH (m:Movie {name: ""Women on the Verge of a Nervous Breakdown""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4868,Which type of film is [November],Thriller,"MATCH (m:Movie {name: ""November""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4869,what kind of film are [Alice's Restaurant],Comedy,"MATCH (m:Movie {name: ""Alice's Restaurant""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4870,what sort of film is [Wild in the Country],Drama,"MATCH (m:Movie {name: ""Wild in the Country""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4871,what kind of film is [Flying Down to Rio],Musical,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Flying Down to Rio"" RETURN g.name"
4872,what kind of film are [The Shooter],Western,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Shooter"" RETURN g.name"
4873,What is the genre for the movie [Dr. Jekyll and Mr. Hyde],Horror,"MATCH (m:Movie {name: ""Dr. Jekyll and Mr. Hyde""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4874,What type of film [Shakes the Clown],Comedy,"MATCH (m:Movie {name: ""Shakes the Clown""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4875,Which type of film is [Summer and Smoke],Drama,"MATCH (m:Movie {name: ""Summer and Smoke""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4876,what kind of movie is [The Brothers],Drama|Comedy,"MATCH (m:Movie {name: 'The Brothers'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4877,What is the kind of [Girl Crazy],Musical,"MATCH (m:Movie {name: ""Girl Crazy""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4878,what kind of gender is [Drillbit Taylor] in,Comedy,"MATCH (m:Movie {name: ""Drillbit Taylor""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4879,What type of film is [A Home of Our Own],Drama,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""A Home of Our Own"" RETURN g.name"
4880,what is the type of film [The Dead],Drama,MATCH (m:Movie {name: 'The Dead'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
4881,which kind of film is [Honor Among Lovers],Drama,"MATCH (m:Movie{name: ""Honor Among Lovers""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4882,what was the kind of [Seven Girlfriends],Comedy,"MATCH (m:Movie {name: ""Seven Girlfriends""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4883,what was the genre of film [Hillsborough],Drama,"MATCH (m:Movie {name: ""Hillsborough""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4884,What is the kind of [Essential Killing],Thriller,MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Essential Killing' RETURN g.name
4885,what is the genre for the movie [The Proposition],Drama,"MATCH (m:Movie {name: ""The Proposition""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4886,what kind of genus is [Adam Had Four Sons] in,Drama|Romance,"MATCH (m:Movie {name: ""Adam Had Four Sons""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4887,which kind of film is [The Dead Pit],Horror,"MATCH (m:Movie{name:""The Dead Pit""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4888,What was the kind of [Mr. Skeffington],Drama,"MATCH (m:Movie {name: ""Mr. Skeffington""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4889,what kind of film is [City Hunter],Comedy|Action,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""City Hunter"" RETURN g.name"
4890,Which type of film is [Needing You...],Comedy,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Needing You...' RETURN g.name"""
4891,what is the type of [The Disappearance of Haruhi Suzumiya],Animation,"MATCH (m:Movie {name: ""The Disappearance of Haruhi Suzumiya""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4892,what kind of film is [Adventures in Babysitting],Comedy|Action|Adventure,"MATCH (m:Movie {name: ""Adventures in Babysitting""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4893,which kind of film is [Spanglish],Drama|Comedy,"MATCH (m:Movie {name: ""Spanglish""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4894,What is the kind of [Unstoppable] ,Action,"MATCH (m:Movie {name: ""Unstoppable""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4895,What kind of gender is [Circus of Horrors] in,Horror,"MATCH (m:Movie {name: ""Circus of Horrors""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4896,what kind of film is [Shenandoah],War,"MATCH (m:Movie {name: ""Shenandoah""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4897,What kind of film is [If You Could Only Cook],Comedy,"MATCH (m:Movie {name: ""If You Could Only Cook""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4898,what kind of film is [Bloody Pit of Horror],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Bloody Pit of Horror"" RETURN g.name"
4899,What type of film is [The Shop Around the Corner],Comedy,"MATCH (m:Movie {name: ""The Shop Around the Corner""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4900,which kind of gender is [Paradise] in,Adventure|Romance,"MATCH (m:Movie {name: 'Paradise'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4901,What is the kind for [Magic in the Water],Family,"MATCH (m:Movie{name:'Magic in the Water'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4902,what kind of movie is [Simon Birch],Drama|Comedy,"MATCH (m:Movie {name: ""Simon Birch""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4903,which kind of film is [Son of Frankenstein],Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Son of Frankenstein"" RETURN g.name"
4904,What is the type of [The Secret Life of Zoey],Drama,"MATCH (m:Movie {name: ""The Secret Life of Zoey""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4905,what kind of movie is [My Little Eye],Horror,"MATCH (m:Movie {name: ""My Little Eye""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4906,what &apos;s the genre for the film [Map of the Sounds of Tokyo],Drama,"MATCH (m:Movie {name: ""Map of the Sounds of Tokyo""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4907,Which type of film is [Requiem for a Dream],Drama,"MATCH (m:Movie {name: ""Requiem for a Dream""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4908,what kind of movie is [The Secret Six],Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Secret Six"" RETURN g.name"
4909,what kind of film are [One 2 Ka 4],Drama|Action,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'One 2 Ka 4' RETURN g.name"""
4910,what was the type of [Love and Honor],Drama|War,"MATCH (m:Movie{name:'Love and Honor'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4911,what kind of genus is [Frankenstein's Army] in,Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) 
WHERE m.name = ""Frankenstein's Army"" 
RETURN g.name"
4912,which type of film is [Boiling Point],Action,MATCH (m:Movie {name: 'Boiling Point'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
4913,"Which kind of film is [Welcome, or No Trespassing]",Comedy,"MATCH (m:Movie{name:""Welcome, or No Trespassing""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4914,What was the genre of film [Trek Nation],Documentary,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Trek Nation"" RETURN g.name"
4915,that is the genre of the film [Blue Thunder],Action,"MATCH (m:Movie {name: ""Blue Thunder""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4916,what kind of movie is [Bordertown],Drama,"MATCH (m:Movie {name: 'Bordertown'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4917,What was the type of film [The Notorious Landlady],Comedy|Mystery,"MATCH (m:Movie {name: ""The Notorious Landlady""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4918,Which type of film is [The Adventures of Tarzan],Adventure,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Adventures of Tarzan"" RETURN g.name"
4919,what was kind of [Klute],Thriller,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Klute"" RETURN g.name"
4920,what kind of movie are [The Darwin Awards],Comedy|Adventure,"MATCH (m:Movie {name: ""The Darwin Awards""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4921,What is the nature of the film [7 Women],Drama,"MATCH (m:Movie {name: ""7 Women""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4922,what is the type of film [The Scent of Green Papaya],Music,"MATCH (m:Movie {name: ""The Scent of Green Papaya""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4923,What is the genre for [Reality Bites] ,Drama|Comedy,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""Reality Bites"" RETURN g.name"
4924,what is the kind of [Someday This Pain Will Be Useful to You],Drama,"MATCH (m:Movie {name: ""Someday This Pain Will Be Useful to You""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4925,what is the genre for the movie [The Gambler],Drama|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = ""The Gambler"" RETURN g.name"
4926,which kind of film is [Into the White],War,"MATCH (m:Movie {name: 'Into the White'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4927,what kind of film are [Charlie Chan's Murder Cruise],Mystery,"MATCH (m:Movie {name: ""Charlie Chan's Murder Cruise""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4928,what kind of thing makes [Elf] fall under,Comedy,"MATCH (m:Movie {name: 'Elf'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4929,that is the genre of the film [Road to Perdition],Thriller|Crime,"MATCH (m:Movie {name: ""Road to Perdition""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4930,What is the genre for [In Good Company],Comedy,"MATCH (m:Movie {name: ""In Good Company""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4931,What is the kind of [Deuces Wild] ,Drama|Crime,"""MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre) WHERE m.name = 'Deuces Wild' RETURN g.name"""
4932,what was the genre the film [The Iran Job],Sport|Documentary,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""The Iran Job""
RETURN g.name"
4933,which kind of gender is [The Battery] in,Drama|Horror,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""The Battery""
RETURN g.name"
4934,what was the genre of the film [Milk Money],Comedy,"```cypher
MATCH (m:Movie {name: 'Milk Money'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```"
4935,which type of film is [Replicant],Action,"MATCH (m:Movie {name: 'Replicant'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4936,What is the type of [Lockout],Action,MATCH (m:Movie {name: 'Lockout'}) RETURN labels(m)
4937,What is the kind for [Dakota],Western,"Your query is not clear. The term ""kind"" is not defined in the provided schema. Please provide further information or clarify your request."
4938,what kind of thing makes [Pushing Tin] fall under,Drama|Comedy,"MATCH (m:Movie {name: 'Pushing Tin'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4939,What was the genre of the film [Life with Mikey],Comedy,"MATCH (m:Movie {name: ""Life with Mikey""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4940,what kind of thing [The Disorderly Orderly] fall under,Comedy,"MATCH (m:Movie {name: ""The Disorderly Orderly""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4941,What is the type of [Trois],Thriller,MATCH (n {name: 'Trois'}) RETURN labels(n)
4942,What is the type of [The Teahouse of the August Moon],Comedy,"MATCH (m:Movie {name: ""The Teahouse of the August Moon""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4943,what type of film [I Know Who Killed Me],Thriller,"MATCH (m:Movie {name: 'I Know Who Killed Me'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4944,what kind of fact [Snake in the Eagle's Shadow] fall under,Action,"MATCH (m:Movie {name: ""Snake in the Eagle's Shadow""})-[r]->(n)
RETURN type(r) as Fact, n.name as Detail"
4945,which kind of film is [Short Time],Comedy|Crime,"MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Short Time""
RETURN g.name"
4946,What was the genre of the film [Bilitis],Drama,"MATCH (m:Movie {name: 'Bilitis'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4947,what kind of film is [Backdraft],Action,"MATCH (m:Movie {name: ""Backdraft""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4948,what is the genre for film [Made for Each Other],Drama,"MATCH (m:Movie {name: ""Made for Each Other""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
4949,What is the genre of the film [Jamie Marks Is Dead],Drama,"MATCH (m:Movie {name: 'Jamie Marks Is Dead'})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4950,What is the genre for film [As Tears Go By],Romance,"MATCH (m:Movie {name: ""As Tears Go By""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4951,Which is the genre for the film [Easier with Practice],Drama,MATCH (m:Movie {name: 'Easier with Practice'})-[:HAS_GENRE]->(g:Genre) RETURN g.name
4952,that was the genre of the film [Crossing Over],Drama,"MATCH (m:Movie {name: ""Crossing Over""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
4953,What is the genre for the film [An Alligator Named Daisy],Comedy,"MATCH (m:Movie {name: ""An Alligator Named Daisy""})-[:HAS_GENRE]->(g:Genre) RETURN g.name"
